codigo_material,descricao,categoria,unidade_medida,preco_unitario,estoque_atual,estoque_minimo,fornecedor_principal,data_cadastro,ultima_movimentacao,status,centro_custo,ncm,localizacao_fisica,responsavel_cadastro
MAT-00844,Óleo Aço,Lubrificante,RL,7.24,1013,288,Metalúrgica ABC,2025-11-11,2026-02-17,Ativo,PRO-001,39269604,B-05-04,Paula Lima
MAT-00845,Mangueira Latão,Hidráulico,KG,0.0,4136,264,Nacional MNO,2026-01-14,2026-08-26,Inativo,,,A-06-02,João Silva
MAT-00846,Fluido Aço,Lubrificante,PCT,343.02,4892,278,Metalúrgica ABC,2026-01-24,2026-05-26,Bloqueado,PRO-001,85369370,F-10-05,Maria Santos
MAT-00847,Solvente Alumínio,Químico,PCT,81.29,1097,463,Metalúrgica ABC,2024-12-25,2024-12-25,Ativo,,84831393,A-18-03,Ana Costa
MAT-00848,Registro Plástico,Hidráulico,UN,7.59,3336,,Comercial DEF,2025-01-13,2025-04-13,Ativo,LOG-001,39269562,C-11-03,Ricardo Alves
MAT-00849,Alicate Aço,Ferramentas,M²,1118.6,351,434,Nacional MNO,2025-11-21,2026-02-07,Bloqueado,MAN-002,39174545,F-02-05,Maria Santos
MAT-00850,Furadeira Latão,Ferramentas,UN,8.76,453,276,Industrial GHI,2025-10-15,2026-07-03,Ativo,LOG-001,39174257,F-15-01,Paula Lima
MAT-00851,Solvente Inox,Químico,M²,3.62,3520,270,Fornecedor VWX,2025-07-21,2025-07-21,Bloqueado,PRO-001,85369534,E-05-05,Ana Costa
MAT-00852,Óculos Cobre,EPI,KG,90.67,40,,Fornecedor VWX,2025-05-29,2025-10-27,Ativo,LOG-002,85369983,F-18-05,Carlos Oliveira
MAT-00853,Correia Inox,Mecânico,KG,1367.35,3698,363,Metalúrgica ABC,2026-01-07,2026-09-17,Ativo,ADM-001,84831824,A-10-03,Carlos Oliveira
MAT-00854,Presilha PVC,Acessórios,L,63.81,4692,329,Suprimentos PQR,2026-02-07,2026-06-06,Ativo,,84831877,E-15-01,Pedro Souza
MAT-00855,Tomada Alumínio,Elétrico,M,1174.15,2411,20,,2024-08-24,2025-04-25,Ativo,LOG-002,,,Carlos Oliveira
MAT-00856,Pasta Alumínio,Lubrificante,UN,72.97,4570,252,Comercial DEF,2024-12-10,2025-07-17,Inativo,LOG-001,85369278,,Ana Costa
MAT-00857,Capacete PVC,EPI,CX,9.0,4261,80,,2024-06-12,2024-06-12,Ativo,MAN-002,84841245,,Ricardo Alves
MAT-00858,Módulo Latão,Eletrônico,L,78.68,4460,356,,2026-01-24,2026-02-06,Inativo,ADM-001,,D-03-02,João Silva
MAT-00859,Bota Aço,EPI,L,8.09,2569,,,2024-10-18,2025-02-08,Ativo,MAN-001,39174654,B-08-05,Pedro Souza
MAT-00860,Vedação Cobre,Peças,UN,1.73,1832,10,Metalúrgica ABC,2024-09-20,2025-02-24,Inativo,,84841156,,Ana Costa
MAT-00861,Martelo Latão,Ferramentas,UN,225.82,4323,38,,2025-12-02,2026-07-20,Ativo,PRO-001,73269155,D-14-02,Ana Costa
MAT-00862,Junta Cobre,Peças,L,799.89,2292,,Metalúrgica ABC,2024-07-07,2024-12-24,Ativo,MAN-002,85443159,,Ricardo Alves
MAT-00863,Graxa Alumínio,Lubrificante,GL,7.48,4031,381,Materiais STU,2024-12-29,2025-03-15,Ativo,MAN-001,73181506,,Maria Santos
MAT-00864,Conexão Plástico,Hidráulico,L,3.21,1402,113,,2025-08-04,2025-08-08,Bloqueado,ADM-001,84841575,,Maria Santos
MAT-00865,Martelo Aço,Ferramentas,M,2.46,4204,352,Nacional MNO,2024-06-16,2025-01-18,Ativo,,00000000,B-15-01,Pedro Souza
MAT-00866,Filtro Aço,Pneumático,L,3.3,1153,452,Suprimentos PQR,2025-05-29,2025-07-11,Inativo,MAN-001,40169154,B-15-02,Pedro Souza
MAT-00867,Junta Plástico,Peças,L,7.44,4093,351,Fornecedor VWX,2025-11-11,2025-11-26,Ativo,LOG-002,84841999,,Carlos Oliveira
MAT-00868,Martelo PVC,Ferramentas,PCT,1137.64,4024,411,Materiais STU,2024-05-21,2024-07-24,Ativo,LOG-001,,E-11-04,João Silva
MAT-00869,Módulo Latão,Eletrônico,UN,73.25,4461,378,Suprimentos PQR,2025-07-04,2026-02-06,Bloqueado,,73181512,D-08-04,Carlos Oliveira
MAT-00870,Vedação Latão,Peças,KG,1.79,1834,,Nacional MNO,2026-02-08,2026-03-04,Inativo,PRO-001,,C-18-04,Maria Santos
MAT-00871,Grampeador Alumínio,Escritório,KG,7.72,1427,47,Comercial DEF,2025-05-28,2025-11-27,Ativo,,84831647,F-09-02,Ricardo Alves
MAT-00872,Balde PVC,Limpeza,UN,1.36,309,445,Nacional MNO,2024-06-10,2025-03-14,Ativo,PRO-001,73089543,F-20-03,Pedro Souza
MAT-00873,Pasta Alumínio,Escritório,GL,0.75,688,155,Nacional MNO,2025-10-13,2026-04-21,Bloqueado,,85369193,,Ricardo Alves
MAT-00874,Papelão Inox,Embalagem,L,1269.61,2251,204,,2025-01-20,2025-11-29,Bloqueado,MAN-002,,D-13-05,Carlos Oliveira
MAT-00875,Retentor Plástico,Peças,L,1.38,4228,305,Industrial GHI,2024-05-26,2025-04-16,Ativo,PRO-001,73089100,D-06-02,Paula Lima
MAT-00876,Arruela Aço,Fixação,CX,3.96,2718,361,,2024-03-13,2025-02-17,Ativo,LOG-002,,B-11-03,Pedro Souza
MAT-00877,Filtro Plástico,Pneumático,PCT,770.74,2409,105,Industrial GHI,2025-08-21,2026-07-19,Ativo,MAN-002,39269987,B-18-05,Maria Santos
MAT-00878,Capacitor em PVC,Eletrônico,L,3.45,3959,101,Nacional MNO,2025-01-05,2025-01-19,Inativo,ADM-001,39269989,F-08-03,Paula Lima
MAT-00879,Serra Aço,Ferramentas,PCT,12.31,4011,275,Importadora JKL,2025-07-10,2025-10-13,Ativo,ADM-001,73269874,,Ana Costa
MAT-00880,Arruela Cobre,Fixação,GL,0.84,927,477,,2025-08-09,2025-08-12,Ativo,ADM-001,,B-09-01,Maria Santos
MAT-00881,Anel Plástico,Peças,CX,19.68,2685,113,Distribuidora XYZ,2025-02-16,2025-07-31,Ativo,MAN-002,,,Ricardo Alves
MAT-00882,Caixa Aço,Embalagem,M²,1.58,893,155,Distribuidora XYZ,2025-04-05,2025-04-05,Bloqueado,MAN-002,84831641,,Fernanda Rocha
MAT-00883,Máscara Cobre,EPI,RL,785.87,1925,442,Fornecedor VWX,2025-12-24,2026-06-03,Ativo,LOG-002,73269670,,Paula Lima
MAT-00884,Retentor Plástico,Peças,RL,0.0,1372,80,Materiais STU,2024-07-06,2024-10-21,Ativo,ADM-001,73269850,,Paula Lima
MAT-00885,Fluido PVC,Lubrificante,L,65.29,972,52,Suprimentos PQR,2024-02-25,2024-05-01,Ativo,LOG-001,73181259,C-12-02,Ana Costa
MAT-00886,Martelo Cobre,Ferramentas,KG,8.7,567,,,2025-06-26,2025-06-26,Ativo,PRO-001,39174668,F-06-01,Pedro Souza
MAT-00887,Filtro Alumínio,Pneumático,PCT,9.95,4019,83,Materiais STU,2025-05-08,2025-06-02,Inativo,MAN-002,85369836,C-14-02,João Silva
MAT-00888,Lâmpada Cobre,Elétrico,CX,95.47,570,,Industrial GHI,2025-02-13,2026-01-19,Ativo,PRO-001,,A-05-02,Carlos Oliveira
MAT-00889,Suporte Cobre,Acessórios,KG,1502.76,736,276,Industrial GHI,2024-05-04,2024-05-23,Ativo,PRO-001,,C-01-05,Carlos Oliveira
MAT-00890,Pasta Alumínio,Lubrificante,RL,443.26,2867,,Materiais STU,2024-10-29,2025-06-27,Ativo,MAN-002,85443488,B-19-01,Paula Lima
MAT-00891,Cabo 10mm² Alumínio,Elétrico,GL,19.2,434,291,Comercial DEF,2024-05-31,2025-04-11,Bloqueado,LOG-002,84841568,F-07-02,Fernanda Rocha
MAT-00892,Fluido Cobre,Lubrificante,L,9.27,2669,103,Comercial DEF,2025-07-16,2026-03-15,Ativo,PRO-001,39174275,,Maria Santos
MAT-00893,Caneta Alumínio,Escritório,M,3.32,2979,369,Industrial GHI,2025-04-19,2025-05-24,Ativo,,40169373,D-04-04,Fernanda Rocha
MAT-00894,Ácido Inox,Químico,M²,11.76,2724,143,Importadora JKL,2024-10-07,2025-06-13,Ativo,LOG-002,85369718,,Carlos Oliveira
MAT-00895,Vassoura Aço,Limpeza,CX,91.1,3838,,,2025-08-29,2025-12-02,Bloqueado,PRO-001,73269241,E-18-05,Ana Costa
MAT-00896,"Cabo 2,5mm² em Latão",Elétrico,PCT,7.29,444,290,,2025-09-24,2026-02-01,Bloqueado,ADM-001,85369631,,Fernanda Rocha
MAT-00897,Capacitor Cobre,Eletrônico,CX,3.64,1939,336,Fornecedor VWX,2024-03-25,2024-04-07,Ativo,LOG-001,,B-13-01,Paula Lima
MAT-00898,Chave PVC,Ferramentas,L,8.73,4673,470,Distribuidora XYZ,2024-11-09,2024-11-09,Ativo,,,C-01-01,Pedro Souza
MAT-00899,Válvula Cobre,Hidráulico,GL,1262.95,1608,,Metalúrgica ABC,2024-10-22,2024-10-22,Ativo,PRO-001,84831611,A-20-01,Carlos Oliveira
MAT-00900,Correia Cobre,Mecânico,M,1746.79,3771,219,,2026-01-05,2026-01-15,Ativo,ADM-001,84841218,A-13-04,Maria Santos
MAT-00901,Cabo 16mm² Aço,Elétrico,RL,751.58,4334,,,2025-08-22,2026-06-11,Ativo,LOG-001,40169685,,Paula Lima
MAT-00902,"Tubo 3/4"" Cobre",Hidráulico,M²,1.13,2310,100,Distribuidora XYZ,2024-08-23,2025-06-02,Inativo,PRO-001,73089243,C-01-05,Paula Lima
MAT-00903,Lâmpada PVC,Elétrico,UN,5.95,3004,,Suprimentos PQR,2025-09-23,2026-08-16,Ativo,,00000000,C-05-05,Fernanda Rocha
MAT-00904,Rolamento Inox,Peças,KG,462.44,2941,291,Nacional MNO,2026-02-06,2026-05-25,Ativo,LOG-002,,A-05-01,Carlos Oliveira
MAT-00905,Papelão Aço,Embalagem,L,60.18,2276,,Comercial DEF,2025-12-30,2026-08-06,Ativo,MAN-002,39174982,E-01-04,Ana Costa
MAT-00906,Tomada Alumínio,Elétrico,KG,33.5,1299,,,2025-10-17,2025-12-12,Ativo,LOG-002,73181227,,Ricardo Alves
MAT-00907,Papelão PVC,Embalagem,M²,3.77,4834,356,Nacional MNO,2024-07-26,2024-08-29,Ativo,MAN-001,85369961,A-05-03,Fernanda Rocha
MAT-00908,Rolamento Aço,Mecânico,KG,5.19,317,116,Metalúrgica ABC,2026-02-21,2026-10-10,Ativo,LOG-001,,C-03-04,Carlos Oliveira
MAT-00909,Rolamento Alumínio,Mecânico,CX,23.33,249,454,Distribuidora XYZ,2024-09-13,2024-09-13,Bloqueado,LOG-001,39269620,A-14-04,Maria Santos
MAT-00910,Mangueira Cobre,Hidráulico,KG,8.15,2357,194,Fornecedor VWX,2025-12-30,2026-03-31,Ativo,MAN-002,,F-07-01,João Silva
MAT-00911,Desinfetante PVC,Limpeza,GL,4.52,3518,315,,2024-12-05,2025-01-09,Ativo,MAN-001,39269787,,Carlos Oliveira
MAT-00912,Vedação Latão,Peças,PCT,23.4,2893,309,Distribuidora XYZ,2024-11-30,2025-11-06,Bloqueado,,00000000,C-13-04,Ricardo Alves
MAT-00913,Alicate Cobre,Ferramentas,KG,0.6,4821,258,Materiais STU,2025-04-11,2025-04-11,Ativo,PRO-001,40169699,B-18-05,Maria Santos
MAT-00914,Vedação Alumínio,Peças,KG,25.49,2093,,Fornecedor VWX,2024-07-27,2024-07-27,Bloqueado,MAN-002,,D-08-01,Ana Costa
MAT-00915,papelão Cobre,Embalagem,PCT,7.52,836,,Suprimentos PQR,2024-06-29,2024-09-28,Bloqueado,MAN-001,,D-19-03,Ana Costa
MAT-00916,Válvula Plástico,Hidráulico,GL,5.99,4774,,Distribuidora XYZ,2025-08-29,2025-08-29,Ativo,PRO-001,40169269,D-05-01,Ana Costa
MAT-00917,Etiqueta Plástico,Embalagem,GL,1.15,3364,,,2026-01-02,2026-01-02,Ativo,LOG-001,73089918,A-08-03,Fernanda Rocha
MAT-00918,Suporte Aço,Acessórios,UN,5.42,4814,158,Fornecedor VWX,2025-09-26,2025-09-26,Inativo,MAN-001,40169647,B-06-01,Fernanda Rocha
MAT-00919,Clipe Alumínio,Acessórios,M,4.46,4152,201,Materiais STU,2025-02-24,2025-03-15,Ativo,,40169653,,Paula Lima
MAT-00920,Caixa Latão,Embalagem,M,17.66,4879,,Distribuidora XYZ,2024-04-12,2024-04-12,Ativo,ADM-001,85369790,E-09-02,Ricardo Alves
MAT-00921,Capacete Plástico,EPI,PCT,9.99,3908,350,,2024-09-25,2025-01-09,Ativo,PRO-001,84841364,,Maria Santos
MAT-00922,Resistor Plástico,Eletrônico,M,639.82,4531,295,Industrial GHI,2024-12-13,2025-04-25,Ativo,MAN-002,84831917,F-13-02,Pedro Souza
MAT-00923,Clips Plástico,Escritório,M²,3.83,4479,137,Importadora JKL,2026-01-08,2026-01-08,Ativo,MAN-002,73089419,B-03-04,João Silva
MAT-00924,Tomada Aço,Elétrico,L,3.62,1991,,Suprimentos PQR,2024-07-29,2024-07-29,Ativo,ADM-001,,B-09-05,Ricardo Alves
MAT-00925,Máscara Inox,EPI,PCT,591.21,3928,87,,2024-03-12,2024-03-12,Inativo,LOG-001,,,Maria Santos
MAT-00926,Registro Latão,Hidráulico,M,77.99,4912,337,Comercial DEF,2025-10-31,2026-10-05,Inativo,,39269318,,Paula Lima
MAT-00927,Cabo 6mm² PVC,Elétrico,KG,80.18,179,,,2025-06-14,2025-10-11,Bloqueado,LOG-002,40169227,E-04-04,Paula Lima
MAT-00928,Caneta Cobre,Escritório,UN,0.0,517,250,Materiais STU,2026-01-22,2026-10-05,Ativo,PRO-001,40169708,E-19-05,João Silva
MAT-00929,Luva GG Latão,EPI,GL,0.0,3627,148,Suprimentos PQR,2024-08-18,2024-11-28,Ativo,ADM-001,85443503,F-13-03,Ricardo Alves
MAT-00930,Balde Alumínio,Limpeza,M,5.86,4501,235,Importadora JKL,2024-04-15,2024-12-13,Ativo,PRO-001,,,Paula Lima
MAT-00931,Óleo Aço,Lubrificante,L,1406.16,3913,,Industrial GHI,2024-04-19,2025-02-20,Ativo,MAN-001,84841172,D-03-04,João Silva
MAT-00932,Registro Latão,Hidráulico,PCT,38.29,3365,373,Comercial DEF,2024-06-23,2024-08-21,Ativo,MAN-001,00000000,D-16-01,João Silva
MAT-00933,Prego PVC,Fixação,M²,5.85,1465,34,Importadora JKL,2024-06-25,2025-04-22,Ativo,PRO-001,73089728,D-14-04,Ricardo Alves
MAT-00934,Rebite PVC,Fixação,M²,87.87,4014,397,Materiais STU,2025-03-26,2026-01-09,Bloqueado,MAN-001,,,João Silva
MAT-00935,Correia Latão,Mecânico,M²,8.77,1071,447,Comercial DEF,2025-10-13,2026-08-24,Ativo,LOG-001,84841506,F-11-05,Paula Lima
MAT-00936,"Tubo 1.1/4"" Cobre",Hidráulico,L,389.1,1483,,,2025-12-31,2026-10-21,Bloqueado,,39174237,C-20-01,Ricardo Alves
MAT-00937,Parafuso M10 Inox,Fixação,KG,1830.37,4123,427,Importadora JKL,2025-11-09,2026-07-28,Inativo,LOG-001,00000000,E-01-01,Fernanda Rocha
MAT-00938,Vassoura Plástico,Limpeza,GL,1761.78,1416,305,Nacional MNO,2024-09-13,2025-01-29,Bloqueado,LOG-002,,C-06-04,Maria Santos
MAT-00939,Disjuntor Aço,Elétrico,M²,78.37,3921,,,2025-11-02,2026-06-02,Inativo,ADM-001,,E-12-02,Paula Lima
MAT-00940,Válvula PVC,Pneumático,GL,32.79,2198,34,Metalúrgica ABC,2024-09-15,2024-11-30,Ativo,PRO-001,73269392,F-15-03,Carlos Oliveira
MAT-00941,Rolamento Aço,Peças,L,9.85,2338,404,,2025-08-06,2026-05-20,Ativo,MAN-002,85369892,,Pedro Souza
MAT-00942,Caneta Plástico,Escritório,M,5.6,3108,,Comercial DEF,2024-05-08,2024-09-06,Ativo,,73089162,A-20-04,Ana Costa
MAT-00943,Vedação PVC,Peças,M,1256.87,1880,176,,2026-01-12,2026-05-10,Ativo,MAN-001,39269412,A-02-01,Maria Santos
MAT-00944,Reagente Plástico,Químico,GL,8.44,2829,,Importadora JKL,2025-01-14,2025-04-23,Ativo,MAN-001,39174154,E-07-05,Paula Lima
MAT-00945,Reagente Alumínio,Químico,RL,5.57,127,,Nacional MNO,2025-12-18,2025-12-18,Ativo,,,E-09-05,Ricardo Alves
MAT-00946,Fluido Alumínio,Lubrificante,GL,1.63,4905,41,Importadora JKL,2024-05-27,2024-12-19,Ativo,MAN-002,84841380,,Ricardo Alves
MAT-00947,"Tubo 2"" Latão",Hidráulico,PCT,1.83,1082,473,Industrial GHI,2026-01-17,2026-02-18,Bloqueado,LOG-002,,B-19-01,Carlos Oliveira
MAT-00948,Serra Plástico,Ferramentas,M,5.22,4216,,Metalúrgica ABC,2024-05-03,2024-06-09,Ativo,,84841145,A-01-02,Ana Costa
MAT-00949,Cabo 16mm² Aço,Elétrico,PCT,14.08,244,270,Fornecedor VWX,2026-02-21,2026-07-31,Inativo,,73181660,A-10-02,Paula Lima
MAT-00950,Engrenagem Aço,Mecânico,M,2.96,2615,342,Industrial GHI,2025-11-20,2026-09-07,Ativo,MAN-002,40169531,,Paula Lima
MAT-00951,Filtro PVC,Pneumático,KG,477.26,138,,Suprimentos PQR,2025-01-01,2025-07-09,Ativo,MAN-001,84831488,D-03-03,João Silva
MAT-00952,Suporte Plástico,Acessórios,PCT,18.28,106,,Suprimentos PQR,2024-03-20,2024-03-26,Ativo,PRO-001,,A-15-05,Paula Lima
MAT-00953,Serra Latão,Ferramentas,M²,4.75,4282,324,Metalúrgica ABC,2025-01-11,2025-02-08,Inativo,MAN-002,,C-18-02,Ricardo Alves
MAT-00954,Máscara Alumínio,EPI,PCT,7.87,4325,129,Fornecedor VWX,2024-07-22,2025-02-02,Ativo,MAN-002,00000000,F-16-05,Maria Santos
MAT-00955,LED Latão,Eletrônico,L,85.95,4664,242,Suprimentos PQR,2026-01-23,2026-01-23,Ativo,LOG-001,,,Carlos Oliveira
MAT-00956,Engrenagem Aço,Mecânico,UN,9.81,4682,198,Comercial DEF,2026-02-08,2026-06-13,Ativo,ADM-001,73269220,D-16-04,Pedro Souza
MAT-00957,Ácido Plástico,Químico,L,1.06,4517,84,Importadora JKL,2025-11-23,2026-04-03,Ativo,MAN-002,40169281,B-05-05,Fernanda Rocha
MAT-00958,Módulo Aço,Eletrônico,M²,3.73,1080,63,Fornecedor VWX,2024-09-17,2025-02-17,Bloqueado,LOG-001,73269545,E-05-01,Carlos Oliveira
MAT-00959,Interruptor Latão,Elétrico,UN,858.67,2803,,,2025-02-13,2025-03-14,Ativo,,40169967,D-06-05,Carlos Oliveira
MAT-00960,Clipe PVC,Acessórios,M²,269.02,4261,343,Fornecedor VWX,2024-07-30,2024-09-14,Bloqueado,LOG-002,,,Paula Lima
MAT-00961,Parafuso M10 Aço,Fixação,UN,1191.29,8,322,Comercial DEF,2024-10-18,2025-09-06,Ativo,MAN-001,85443537,A-02-03,Ana Costa
MAT-00962,Rolamento Latão,Peças,M,978.51,3524,313,Nacional MNO,2024-11-29,2025-08-03,Ativo,PRO-001,84841998,E-19-03,Paula Lima
MAT-00963,Ácido Latão,Químico,GL,63.38,4694,119,Suprimentos PQR,2025-04-29,2025-06-23,Ativo,MAN-002,84841523,F-03-05,Carlos Oliveira
MAT-00964,Plástico Latão,Embalagem,M,7.28,579,28,Importadora JKL,2025-07-31,2026-01-08,Inativo,LOG-002,85443170,,Paula Lima
MAT-00965,Etiqueta Latão,Embalagem,M,92.66,3446,281,Metalúrgica ABC,2025-06-06,2026-02-06,Inativo,LOG-001,39174558,B-19-05,Ana Costa
MAT-00966,Base Alumínio,Químico,GL,25.92,1866,205,Importadora JKL,2025-06-11,2026-02-25,Ativo,MAN-001,,D-15-03,João Silva
MAT-00967,Eixo Alumínio,Mecânico,KG,45.74,1687,299,,2025-02-20,2025-12-20,Ativo,ADM-001,73269884,,Fernanda Rocha
MAT-00968,Pasta Cobre,Escritório,M,258.34,820,246,Fornecedor VWX,2024-03-09,2024-12-29,Ativo,LOG-002,,C-15-04,João Silva
MAT-00969,Caneta Inox,Escritório,PCT,3.77,1915,,Importadora JKL,2024-03-06,2025-02-08,Ativo,LOG-001,84841782,B-06-04,Paula Lima
MAT-00970,Spray Latão,Lubrificante,UN,893.59,415,50,Nacional MNO,2024-07-24,2024-09-28,Ativo,PRO-001,84831365,D-20-03,João Silva
MAT-00971,Caixa Latão,Embalagem,RL,8.46,3798,314,Fornecedor VWX,2025-05-10,2025-05-10,Ativo,PRO-001,73181336,,João Silva
MAT-00972,Bucha Inox,Mecânico,UN,90.75,970,11,Importadora JKL,2025-05-05,2025-08-18,Inativo,LOG-001,73089726,F-10-01,Maria Santos
MAT-00973,Máscara Aço,EPI,CX,6.2,1427,289,Nacional MNO,2025-04-22,2025-09-29,Ativo,LOG-002,73181470,D-03-01,João Silva
MAT-00974,Bucha Alumínio,Mecânico,PCT,9.43,4485,40,Distribuidora XYZ,2024-10-13,2025-04-19,Ativo,,39269590,E-09-02,Ana Costa
MAT-00975,Clips Latão,Escritório,CX,0.3,3216,261,Materiais STU,2025-08-09,2026-01-07,Ativo,LOG-001,39269264,,Maria Santos
MAT-00976,Papelão PVC,Embalagem,PCT,300.96,4401,140,Comercial DEF,2025-07-21,2025-08-05,Ativo,LOG-002,,C-04-01,João Silva
MAT-00977,Catalisador Aço,Químico,PCT,0.56,2001,12,,2026-01-22,2026-08-19,Ativo,LOG-002,73181255,A-03-04,Ricardo Alves
MAT-00978,Fita Alumínio,Embalagem,M²,3.41,3739,,Fornecedor VWX,2025-07-13,2025-12-21,Ativo,ADM-001,85443189,,Ricardo Alves
MAT-00979,Conexão Aço,Pneumático,M,82.37,1467,418,Metalúrgica ABC,2025-09-05,2026-04-09,Ativo,,73089291,A-09-04,Fernanda Rocha
MAT-00980,clipe Inox,Acessórios,KG,754.08,1327,125,Fornecedor VWX,2026-01-29,2026-01-29,Ativo,LOG-001,,F-06-01,Paula Lima
MAT-00981,Suporte Alumínio,Acessórios,RL,6.9,4632,58,Suprimentos PQR,2024-09-04,2025-05-05,Inativo,,73089480,C-18-05,Maria Santos
MAT-00982,Base Alumínio,Químico,RL,1412.39,3127,294,Fornecedor VWX,2024-07-01,2024-07-01,Ativo,MAN-002,,,Maria Santos
MAT-00983,Máscara Inox,EPI,RL,8.06,2261,179,,2025-02-04,2025-02-04,Ativo,LOG-002,85369266,,Ana Costa
MAT-00984,Balde Inox,Limpeza,M,1896.48,484,139,,2025-04-28,2025-07-17,Ativo,PRO-001,,,Ricardo Alves
MAT-00985,Módulo Cobre,Eletrônico,UN,7.38,106,75,Metalúrgica ABC,2024-07-12,2024-11-24,Ativo,,85443233,F-15-04,Paula Lima
MAT-00986,Rolamento Inox,Peças,M,1576.01,1070,267,Distribuidora XYZ,2025-10-16,2026-05-06,Ativo,MAN-002,39269102,F-02-03,Ana Costa
MAT-00987,Presilha Plástico,Acessórios,KG,2.32,581,360,Metalúrgica ABC,2024-11-30,2024-11-30,Inativo,PRO-001,84841580,C-13-05,João Silva
MAT-00988,Retentor Cobre,Peças,M,1591.8,2159,136,Fornecedor VWX,2025-09-14,2026-07-20,Inativo,MAN-002,,E-03-02,Maria Santos
MAT-00989,rolamento Alumínio,Mecânico,GL,9.69,3421,440,Suprimentos PQR,2024-10-13,2025-04-22,Ativo,PRO-001,00000000,A-19-05,Ricardo Alves
MAT-00990,Resistor PVC,Eletrônico,M²,13.26,3534,210,Industrial GHI,2025-02-18,2025-03-09,Ativo,ADM-001,,A-10-05,Ricardo Alves
MAT-00991,Disjuntor Inox,Elétrico,PCT,1775.92,962,55,Importadora JKL,2024-11-16,2025-02-02,Inativo,PRO-001,85443948,F-11-05,Paula Lima
MAT-00992,Válvula Aço,Pneumático,GL,9.55,4372,386,Materiais STU,2024-04-05,2025-01-05,Ativo,,84831517,B-08-03,Maria Santos
MAT-00993,Clips Cobre,Escritório,M,40.5,1961,464,Comercial DEF,2024-06-18,2025-01-03,Ativo,MAN-001,73181473,E-08-02,Ana Costa
MAT-00994,Cilindro Latão,Pneumático,KG,1685.46,4333,265,Suprimentos PQR,2025-07-31,2025-07-31,Bloqueado,PRO-001,39174806,E-09-04,Paula Lima
MAT-00995,Pasta Alumínio,Lubrificante,M²,9.43,2748,494,Industrial GHI,2024-11-16,2025-05-28,Ativo,ADM-001,85369977,C-13-04,Ricardo Alves
MAT-00996,Pasta Inox,Lubrificante,L,752.19,3030,21,Fornecedor VWX,2025-12-20,2026-10-08,Ativo,ADM-001,40169620,A-11-02,Ricardo Alves
MAT-00997,Pano Latão,Limpeza,PCT,85.98,1488,67,Industrial GHI,2025-09-30,2025-09-30,Ativo,,84831221,C-06-04,Maria Santos
MAT-00998,Suporte Cobre,Acessórios,GL,2.55,1289,491,Suprimentos PQR,2025-05-07,2025-09-08,Ativo,LOG-002,73181563,E-14-02,Fernanda Rocha
MAT-00999,"Tubo 2"" Aço",Hidráulico,KG,57.77,2918,480,,2025-11-09,2025-12-04,Ativo,PRO-001,73089557,A-18-03,Paula Lima
MAT-01000,Tomada Latão,Elétrico,M²,1.84,4140,418,Materiais STU,2025-07-24,2026-03-27,Bloqueado,,,B-06-01,Ricardo Alves
MAT-01001,Graxa Inox,Lubrificante,RL,61.96,3279,359,Nacional MNO,2025-03-11,2025-10-12,Ativo,LOG-001,40169163,F-02-03,Carlos Oliveira
MAT-01002,Retentor em Aço,Peças,CX,6.62,373,28,Metalúrgica ABC,2024-12-01,2025-09-15,Ativo,PRO-001,85443167,C-06-03,Fernanda Rocha
MAT-01003,Papel em Plástico,Escritório,M,6.95,1011,,Industrial GHI,2025-08-08,2026-04-19,Ativo,MAN-002,85443135,,Ricardo Alves
MAT-01004,Pano Cobre,Limpeza,PCT,1469.61,4922,340,Comercial DEF,2025-03-06,2025-08-21,Ativo,MAN-001,85443836,C-20-03,Ana Costa
MAT-01005,Abraçadeira Inox,Acessórios,RL,65.44,4277,318,Comercial DEF,2025-06-28,2025-06-28,Ativo,MAN-001,39269232,B-14-04,Maria Santos
MAT-01006,Luva GG Plástico,EPI,GL,0.55,1535,209,Materiais STU,2025-03-02,2025-10-31,Ativo,LOG-002,39174139,A-01-04,Maria Santos
MAT-01007,Cabo 16mm² PVC,Elétrico,GL,6.36,1498,371,Distribuidora XYZ,2025-01-14,2025-10-19,Inativo,PRO-001,40169646,,Ana Costa
MAT-01008,LED Inox,Eletrônico,L,406.63,4164,18,Distribuidora XYZ,2024-11-27,2025-02-27,Ativo,MAN-001,73089786,F-19-02,Carlos Oliveira
MAT-01009,Interruptor Aço,Elétrico,CX,69.05,3191,134,Materiais STU,2025-02-26,2025-03-01,Ativo,,00000000,D-16-03,Maria Santos
MAT-01010,Rolamento Plástico,Peças,M,9.5,999,344,,2025-06-27,2026-05-29,Ativo,LOG-002,39174278,D-02-05,Pedro Souza
MAT-01011,Caneta Alumínio,Escritório,RL,3.92,2570,384,,2025-01-11,2025-07-10,Ativo,,84831174,B-03-03,Maria Santos
MAT-01012,Rolamento Aço,Mecânico,CX,34.45,4665,487,Distribuidora XYZ,2025-05-25,2026-02-04,Ativo,,73269561,E-16-03,Carlos Oliveira
MAT-01013,Parafuso Latão M8,Fixação,PCT,6.7,582,328,,2024-10-23,2024-10-23,Ativo,MAN-001,,E-08-04,Ricardo Alves
MAT-01014,Etiqueta Cobre,Embalagem,UN,5.28,1766,47,Comercial DEF,2024-08-28,2024-10-24,Ativo,ADM-001,85443235,D-13-01,Fernanda Rocha
