codigo_material,descricao,categoria,caminho,n_erros,n_alertas,erros,alertas
MAT-01171,Retentor PVC,Peças,CAMINHO_1,0,0,,
MAT-01172,Arruela Inox,Fixação,CAMINHO_2,0,1,,Parado 529 dias
MAT-01173,Óculos Cobre,EPI,REJEITADO,1,1,NCM vazio,Sem fornecedor
MAT-01174,Óculos Plástico,EPI,CAMINHO_1,0,0,,
MAT-01175,Rebite Plástico,Fixação,CAMINHO_2,0,1,,Sem estoque minimo
MAT-01176,Capacitor Cobre,Eletrônico,CAMINHO_1,0,0,,
MAT-01177,Interruptor Plástico,Elétrico,CAMINHO_1,0,0,,
MAT-01178,Etiqueta Plástico,Embalagem,CAMINHO_1,0,0,,
MAT-01179,Prego Plástico,Fixação,CAMINHO_1,0,0,,
MAT-01180,Fluido Inox,Lubrificante,REJEITADO,1,1,NCM vazio,Parado 599 dias
MAT-01181,Etiqueta Plástico,Embalagem,CAMINHO_1,0,0,,
MAT-01182,Filtro Alumínio,Pneumático,REJEITADO,1,0,NCM vazio,
MAT-01183,Óculos Cobre,EPI,CAMINHO_2,0,1,,Sem fornecedor
MAT-01184,Clipe Alumínio,Acessórios,CAMINHO_2,0,1,,Parado 487 dias
MAT-01185,Porca M10 Plástico,Fixação,CAMINHO_2,0,1,,Parado 593 dias
MAT-01186,Óleo em Plástico,Lubrificante,REJEITADO,1,0,NCM vazio,
MAT-01187,Rolamento Alumínio,Mecânico,CAMINHO_1,0,0,,
MAT-01188,Pasta Alumínio,Escritório,CAMINHO_2,0,1,,Sem estoque minimo
MAT-01189,Abraçadeira Plástico,Acessórios,CAMINHO_2,0,1,,Preco alto: R$1828.00 (revisar)
MAT-01190,Válvula Inox,Hidráulico,CAMINHO_1,0,0,,
MAT-01191,retentor Inox,Peças,CAMINHO_2,0,1,,Parado 425 dias
MAT-01192,Cilindro Inox,Pneumático,REJEITADO,1,0,NCM vazio,
MAT-01193,Eixo Aço,Mecânico,REJEITADO,1,1,NCM vazio,Preco alto: R$1795.83 (revisar)
MAT-01194,Reagente Alumínio,Químico,CAMINHO_2,0,1,,Parado 512 dias
MAT-01195,Interruptor Aço,Elétrico,CAMINHO_1,0,0,,
MAT-01196,"Tubo 3/4"" Aço",Hidráulico,CAMINHO_1,0,0,,
MAT-01197,Ácido PVC,Químico,REJEITADO,2,1,NCM vazio; Preco zerado,Parado 613 dias
MAT-01198,Bota Inox,EPI,REJEITADO,1,2,NCM vazio,Sem fornecedor; Parado 640 dias
MAT-01199,Bucha Plástico,Mecânico,REJEITADO,1,1,NCM vazio,Preco alto: R$1552.51 (revisar)
MAT-01200,Pasta Latão,Escritório,CAMINHO_2,0,1,,Parado 638 dias
MAT-01201,Catalisador Cobre,Químico,CAMINHO_1,0,0,,
MAT-01202,pasta Plástico,Lubrificante,CAMINHO_1,0,0,,
MAT-01203,Martelo Cobre,Ferramentas,CAMINHO_1,0,0,,
MAT-01204,Base Latão,Químico,CAMINHO_2,0,1,,Sem fornecedor
MAT-01205,Gancho PVC,Acessórios,CAMINHO_2,0,1,,Sem estoque minimo
MAT-01206,Válvula Latão,Hidráulico,REJEITADO,1,1,NCM vazio,Parado 455 dias
MAT-01207,Conexão Cobre,Pneumático,REJEITADO,1,1,NCM vazio,Parado 713 dias
MAT-01208,Pasta Aço,Lubrificante,CAMINHO_1,0,0,,
MAT-01209,Grampeador em Plástico,Escritório,REJEITADO,1,0,NCM vazio,
MAT-01210,Graxa Inox,Lubrificante,CAMINHO_3,0,2,,Sem fornecedor; Parado 705 dias
MAT-01211,Catalisador Alumínio,Químico,CAMINHO_2,0,1,,Sem fornecedor
MAT-01212,Conexão Cobre,Hidráulico,REJEITADO,1,0,Preco zerado,
MAT-01213,Rebite Inox,Fixação,CAMINHO_1,0,0,,
MAT-01214,Desinfetante Aço,Limpeza,REJEITADO,1,0,NCM vazio,
MAT-01215,Retentor Cobre,Peças,CAMINHO_2,0,1,,Sem estoque minimo
MAT-01216,Módulo Alumínio,Eletrônico,CAMINHO_2,0,1,,Sem fornecedor
MAT-01217,Correia Latão,Mecânico,REJEITADO,1,1,NCM vazio,Parado 420 dias
MAT-01218,Parafuso M12 PVC,Fixação,CAMINHO_2,0,1,,Sem fornecedor
MAT-01219,"Tubo 1.1/4"" Plástico",Hidráulico,CAMINHO_3,0,2,,Sem fornecedor; Parado 592 dias
MAT-01220,Detergente Cobre,Limpeza,CAMINHO_1,0,0,,
MAT-01221,Eixo Alumínio,Mecânico,REJEITADO,1,0,NCM vazio,
MAT-01222,Mangueira Latão,Hidráulico,CAMINHO_2,0,1,,Parado 715 dias
MAT-01223,Conexão Inox,Hidráulico,REJEITADO,1,3,NCM vazio,Sem fornecedor; Sem estoque minimo; Parado 521 dias
MAT-01224,Fita Alumínio,Embalagem,CAMINHO_3,0,2,,Sem estoque minimo; Parado 489 dias
MAT-01225,Desinfetante Latão,Limpeza,CAMINHO_2,0,1,,Sem estoque minimo
MAT-01226,ácido Plástico,Químico,CAMINHO_2,0,1,,Sem fornecedor
MAT-01227,Disjuntor Inox,Elétrico,CAMINHO_3,0,2,,Sem fornecedor; Sem estoque minimo
MAT-01228,Rebite em Latão,Fixação,REJEITADO,1,0,NCM vazio,
MAT-01229,Rebite Plástico,Fixação,CAMINHO_3,0,2,,Sem estoque minimo; Parado 476 dias
MAT-01230,Pasta Plástico,Escritório,CAMINHO_2,0,1,,Sem estoque minimo
MAT-01231,Filtro em Plástico,Pneumático,CAMINHO_2,0,1,,Parado 522 dias
MAT-01232,Chave Inox,Ferramentas,CAMINHO_1,0,0,,
MAT-01233,Ácido Inox,Químico,CAMINHO_3,0,3,,Sem fornecedor; Sem estoque minimo; Parado 719 dias
MAT-01234,Abraçadeira Plástico,Acessórios,REJEITADO,1,0,NCM vazio,
MAT-01235,Eixo Cobre,Mecânico,CAMINHO_2,0,1,,Sem fornecedor
MAT-01236,Junta Inox,Peças,REJEITADO,1,2,NCM vazio,Sem fornecedor; Parado 484 dias
MAT-01237,Grampeador PVC,Escritório,CAMINHO_3,0,2,,Sem fornecedor; Parado 415 dias
MAT-01238,Sensor Latão,Eletrônico,CAMINHO_2,0,1,,Parado 525 dias
MAT-01239,Suporte Inox,Acessórios,CAMINHO_1,0,0,,
MAT-01240,Arruela Latão,Fixação,CAMINHO_2,0,1,,Parado 642 dias
MAT-01241,Ácido PVC,Químico,CAMINHO_1,0,0,,
MAT-01242,Módulo PVC,Eletrônico,CAMINHO_2,0,1,,Sem estoque minimo
MAT-01243,Pasta Alumínio,Escritório,REJEITADO,1,1,Preco zerado,Sem estoque minimo
MAT-01244,LED Alumínio,Eletrônico,REJEITADO,1,0,Preco zerado,
MAT-01245,Alicate Aço,Ferramentas,CAMINHO_2,0,1,,Parado 474 dias
MAT-01246,Furadeira Inox,Ferramentas,CAMINHO_3,0,2,,Sem fornecedor; Preco alto: R$1793.85 (revisar)
MAT-01247,martelo Cobre,Ferramentas,CAMINHO_2,0,1,,Parado 459 dias
MAT-01248,Retentor PVC,Peças,CAMINHO_1,0,0,,
MAT-01249,Disjuntor Plástico,Elétrico,REJEITADO,1,0,Preco zerado,
MAT-01250,Solvente Cobre,Químico,CAMINHO_1,0,0,,
MAT-01251,Módulo Aço,Eletrônico,CAMINHO_2,0,1,,Sem fornecedor
MAT-01252,Rolamento Cobre,Peças,REJEITADO,1,0,NCM vazio,
MAT-01253,Lâmpada Alumínio,Elétrico,CAMINHO_2,0,1,,Parado 585 dias
MAT-01254,Fluido Alumínio,Lubrificante,CAMINHO_1,0,0,,
MAT-01255,Bota Latão,EPI,CAMINHO_2,0,1,,Parado 633 dias
MAT-01256,Resistor Cobre,Eletrônico,CAMINHO_1,0,0,,
MAT-01257,Módulo Inox,Eletrônico,CAMINHO_2,0,1,,Preco alto: R$1786.75 (revisar)
MAT-01258,Clips Alumínio,Escritório,CAMINHO_1,0,0,,
MAT-01259,Bucha Latão,Mecânico,REJEITADO,1,0,NCM vazio,
MAT-01260,Vedação Alumínio,Peças,REJEITADO,1,0,NCM vazio,
MAT-01261,LED Cobre,Eletrônico,CAMINHO_2,0,1,,Parado 577 dias
MAT-01262,Porca M10 PVC,Fixação,CAMINHO_3,0,2,,Sem estoque minimo; Parado 482 dias
MAT-01263,Capacitor Inox,Eletrônico,CAMINHO_1,0,0,,
MAT-01264,Reagente PVC,Químico,CAMINHO_1,0,0,,
MAT-01265,Martelo Plástico,Ferramentas,CAMINHO_3,0,2,,Preco alto: R$1517.88 (revisar); Parado 505 dias
MAT-01266,Graxa Cobre,Lubrificante,REJEITADO,1,0,NCM vazio,
MAT-01267,Retentor Aço,Peças,CAMINHO_2,0,1,,Parado 370 dias
MAT-01268,Cabo 16mm² Aço,Elétrico,CAMINHO_1,0,0,,
MAT-01269,Rolamento PVC,Mecânico,CAMINHO_2,0,1,,Sem fornecedor
MAT-01270,Fita Alumínio,Embalagem,CAMINHO_1,0,0,,
MAT-01271,Cabo 6mm² Aço,Elétrico,CAMINHO_3,0,2,,Sem fornecedor; Parado 371 dias
MAT-01272,Grampeador Aço,Escritório,CAMINHO_1,0,0,,
MAT-01273,Alicate Inox,Ferramentas,CAMINHO_1,0,0,,
MAT-01274,Interruptor Latão,Elétrico,REJEITADO,1,1,NCM vazio,Sem estoque minimo
MAT-01275,Interruptor Latão,Elétrico,CAMINHO_2,0,1,,Parado 482 dias
MAT-01276,LED PVC,Eletrônico,CAMINHO_3,0,2,,Sem fornecedor; Preco alto: R$1967.90 (revisar)
MAT-01277,Anel Inox,Peças,CAMINHO_3,0,2,,Sem fornecedor; Parado 514 dias
MAT-01278,Conexão PVC,Hidráulico,CAMINHO_2,0,1,,Parado 523 dias
MAT-01279,Óculos Latão,EPI,REJEITADO,1,0,NCM vazio,
MAT-01280,Pasta Cobre,Lubrificante,CAMINHO_3,0,2,,Sem fornecedor; Sem estoque minimo
MAT-01281,Conexão Inox,Pneumático,CAMINHO_2,0,1,,Parado 375 dias
MAT-01282,Gancho Latão,Acessórios,REJEITADO,1,0,NCM vazio,
MAT-01283,abraçadeira PVC,Acessórios,CAMINHO_3,0,2,,Sem estoque minimo; Parado 567 dias
MAT-01284,Capacete Cobre,EPI,CAMINHO_1,0,0,,
MAT-01285,Módulo Aço,Eletrônico,CAMINHO_1,0,0,,
MAT-01286,Retentor Cobre,Peças,CAMINHO_3,0,2,,Sem fornecedor; Parado 448 dias
MAT-01287,Engrenagem PVC,Mecânico,CAMINHO_3,0,2,,Sem estoque minimo; Parado 497 dias
MAT-01288,Caneta Cobre,Escritório,REJEITADO,1,0,Preco zerado,
MAT-01289,Rebite Aço,Fixação,CAMINHO_2,0,1,,Preco alto: R$1574.53 (revisar)
MAT-01290,Anel Cobre,Peças,CAMINHO_3,0,2,,Sem estoque minimo; Parado 469 dias
MAT-01291,Chave PVC,Ferramentas,CAMINHO_2,0,1,,Sem estoque minimo
MAT-01292,Conexão Aço,Hidráulico,CAMINHO_2,0,1,,Sem fornecedor
MAT-01293,Caixa Inox,Embalagem,CAMINHO_2,0,1,,Parado 520 dias
MAT-01294,Cilindro Inox,Pneumático,REJEITADO,1,0,NCM vazio,
MAT-01295,Bucha PVC,Mecânico,REJEITADO,1,1,NCM vazio,Parado 483 dias
MAT-01296,Disjuntor Aço,Elétrico,CAMINHO_1,0,0,,
MAT-01297,Vedação Inox,Peças,CAMINHO_1,0,0,,
MAT-01298,Óculos Plástico,EPI,CAMINHO_3,0,2,,Sem estoque minimo; Parado 543 dias
MAT-01299,LED Inox,Eletrônico,REJEITADO,1,1,NCM vazio,Parado 419 dias
MAT-01300,Papel PVC,Escritório,CAMINHO_2,0,1,,Sem estoque minimo
MAT-01301,Papel Plástico,Escritório,CAMINHO_1,0,0,,
MAT-01302,Filtro PVC,Pneumático,CAMINHO_1,0,0,,
MAT-01303,Resistor Inox,Eletrônico,CAMINHO_1,0,0,,
MAT-01304,Alicate Plástico,Ferramentas,CAMINHO_2,0,1,,Parado 624 dias
MAT-01305,Alicate Latão,Ferramentas,CAMINHO_3,0,2,,Sem fornecedor; Parado 543 dias
MAT-01306,Porca M10 Latão,Fixação,CAMINHO_1,0,0,,
MAT-01307,Presilha Alumínio,Acessórios,CAMINHO_1,0,0,,
MAT-01308,Retentor Plástico,Peças,CAMINHO_2,0,1,,Parado 434 dias
MAT-01309,Spray Plástico,Lubrificante,CAMINHO_3,0,2,,Sem fornecedor; Sem estoque minimo
MAT-01310,Capacete Plástico,EPI,REJEITADO,1,0,NCM vazio,
MAT-01311,Abraçadeira Inox,Acessórios,CAMINHO_2,0,1,,Sem estoque minimo
MAT-01312,Etiqueta Aço,Embalagem,CAMINHO_1,0,0,,
MAT-01313,Cabo 16mm² PVC,Elétrico,REJEITADO,1,0,NCM vazio,
MAT-01314,rolamento PVC,Peças,CAMINHO_2,0,1,,Sem fornecedor
MAT-01315,Conexão Alumínio,Hidráulico,CAMINHO_1,0,0,,
MAT-01316,Vassoura Alumínio,Limpeza,CAMINHO_2,0,1,,Sem fornecedor
MAT-01317,Óculos Alumínio,EPI,CAMINHO_1,0,0,,
MAT-01318,Conexão PVC,Pneumático,REJEITADO,1,0,NCM vazio,
MAT-01319,Porca M12 Cobre,Fixação,CAMINHO_2,0,1,,Sem estoque minimo
MAT-01320,Disjuntor Aço,Elétrico,REJEITADO,1,0,NCM vazio,
MAT-01321,Alicate Alumínio,Ferramentas,CAMINHO_1,0,0,,
MAT-01322,Parafuso M8 Cobre,Fixação,CAMINHO_1,0,0,,
MAT-01323,Correia Inox,Mecânico,CAMINHO_2,0,1,,Parado 632 dias
MAT-01324,Grampeador Latão,Escritório,CAMINHO_1,0,0,,
MAT-01325,Papelão PVC,Embalagem,CAMINHO_1,0,0,,
MAT-01326,Rebite Cobre,Fixação,REJEITADO,1,1,NCM vazio,Sem estoque minimo
MAT-01327,Ácido Alumínio,Químico,CAMINHO_2,0,1,,Parado 473 dias
MAT-01328,Disjuntor PVC,Elétrico,CAMINHO_1,0,0,,
MAT-01329,Porca M16 Cobre,Fixação,CAMINHO_1,0,0,,
MAT-01330,Óleo Plástico,Lubrificante,REJEITADO,1,2,NCM vazio,Sem fornecedor; Parado 460 dias
MAT-01331,Tomada Latão,Elétrico,CAMINHO_2,0,1,,Parado 402 dias
MAT-01332,Engrenagem Cobre,Mecânico,CAMINHO_1,0,0,,
MAT-01333,Fluido Inox,Lubrificante,REJEITADO,1,2,NCM vazio,Sem fornecedor; Preco alto: R$1807.95 (revisar)
MAT-01334,Cilindro Aço,Pneumático,CAMINHO_1,0,0,,
MAT-01335,Papelão PVC,Embalagem,REJEITADO,1,1,NCM vazio,Sem estoque minimo
MAT-01336,Chave Inox,Ferramentas,CAMINHO_2,0,1,,Parado 417 dias
MAT-01337,Serra Alumínio,Ferramentas,CAMINHO_1,0,0,,
MAT-01338,LED PVC,Eletrônico,CAMINHO_1,0,0,,
MAT-01339,interruptor Cobre,Elétrico,CAMINHO_1,0,0,,
MAT-01340,Mangueira Inox,Hidráulico,REJEITADO,1,0,NCM vazio,
MAT-01341,Chave Latão,Ferramentas,REJEITADO,1,1,NCM vazio,Sem estoque minimo
MAT-01342,Caixa Aço,Embalagem,CAMINHO_3,0,2,,Sem estoque minimo; Parado 471 dias
MAT-01343,Ácido Inox,Químico,CAMINHO_1,0,0,,
MAT-01344,Alicate Cobre,Ferramentas,CAMINHO_2,0,1,,Parado 390 dias
MAT-01345,Pano Inox,Limpeza,CAMINHO_3,0,2,,Sem estoque minimo; Parado 474 dias
MAT-01346,"Tubo 1/2"" Plástico",Hidráulico,CAMINHO_2,0,1,,Parado 424 dias
MAT-01347,Correia Plástico,Mecânico,REJEITADO,1,1,NCM vazio,Parado 467 dias
MAT-01348,Resistor Alumínio,Eletrônico,REJEITADO,1,1,NCM vazio,Sem fornecedor
MAT-01349,Suporte Plástico,Acessórios,CAMINHO_3,0,2,,Sem fornecedor; Sem estoque minimo
MAT-01350,Graxa Aço,Lubrificante,CAMINHO_1,0,0,,
MAT-01351,Papel Cobre,Escritório,CAMINHO_2,0,1,,Sem estoque minimo
MAT-01352,Furadeira Alumínio,Ferramentas,CAMINHO_2,0,1,,Parado 429 dias
MAT-01353,Detergente PVC,Limpeza,CAMINHO_1,0,0,,
MAT-01354,LED Latão,Eletrônico,CAMINHO_2,0,1,,Parado 590 dias
MAT-01355,Etiqueta Plástico,Embalagem,CAMINHO_2,0,1,,Sem fornecedor
MAT-01356,Pasta Plástico,Lubrificante,CAMINHO_1,0,0,,
MAT-01357,Reagente Latão,Químico,CAMINHO_2,0,1,,Parado 503 dias
MAT-01358,Anel Inox,Peças,CAMINHO_1,0,0,,
MAT-01359,Tomada Alumínio,Elétrico,CAMINHO_3,0,2,,Sem fornecedor; Parado 449 dias
MAT-01360,Gancho Plástico,Acessórios,CAMINHO_2,0,1,,Parado 398 dias
MAT-01361,Arruela Latão,Fixação,CAMINHO_3,0,2,,Sem estoque minimo; Parado 556 dias
MAT-01362,Parafuso M8 Cobre,Fixação,CAMINHO_2,0,1,,Sem fornecedor
MAT-01363,Retentor Aço,Peças,CAMINHO_2,0,1,,Preco alto: R$1909.23 (revisar)
MAT-01364,Plástico Aço,Embalagem,CAMINHO_3,0,2,,Sem estoque minimo; Parado 434 dias
MAT-01365,Spray Cobre,Lubrificante,CAMINHO_3,0,2,,Sem fornecedor; Sem estoque minimo
MAT-01366,Fluido Cobre,Lubrificante,CAMINHO_2,0,1,,Sem estoque minimo
MAT-01367,Etiqueta em Plástico,Embalagem,REJEITADO,1,2,NCM vazio,Sem fornecedor; Preco alto: R$1779.26 (revisar)
MAT-01368,LED PVC,Eletrônico,CAMINHO_1,0,0,,
MAT-01369,Reagente Inox,Químico,REJEITADO,1,0,NCM vazio,
MAT-01370,Luva P PVC,EPI,CAMINHO_1,0,0,,
MAT-01371,Desinfetante Aço,Limpeza,CAMINHO_2,0,1,,Sem fornecedor
MAT-01372,Junta Inox,Peças,CAMINHO_2,0,1,,Parado 420 dias
MAT-01373,Óleo Alumínio,Lubrificante,CAMINHO_3,0,3,,Sem fornecedor; Sem estoque minimo; Parado 598 dias
MAT-01374,Bota Plástico,EPI,CAMINHO_1,0,0,,
MAT-01375,Óleo Alumínio,Lubrificante,CAMINHO_2,0,1,,Parado 439 dias
MAT-01376,Fluido Alumínio,Lubrificante,CAMINHO_3,0,2,,Sem fornecedor; Sem estoque minimo
MAT-01377,Filtro Alumínio,Pneumático,REJEITADO,1,0,NCM vazio,
MAT-01378,Capacete Aço,EPI,REJEITADO,1,1,NCM vazio,Sem estoque minimo
MAT-01379,Registro Latão,Hidráulico,REJEITADO,1,1,NCM vazio,Sem fornecedor
MAT-01380,porca M16 Cobre,Fixação,REJEITADO,1,1,NCM vazio,Parado 367 dias
MAT-01381,Conexão Inox,Hidráulico,CAMINHO_2,0,1,,Parado 446 dias
MAT-01382,Arruela PVC,Fixação,CAMINHO_2,0,1,,Parado 457 dias
MAT-01383,Luva G Inox,EPI,CAMINHO_3,0,2,,Sem fornecedor; Parado 632 dias
MAT-01384,Grampeador Cobre,Escritório,CAMINHO_2,0,1,,Parado 701 dias
MAT-01385,Parafuso M8 Inox,Fixação,CAMINHO_1,0,0,,
MAT-01386,presilha Alumínio,Acessórios,CAMINHO_2,0,1,,Parado 537 dias
MAT-01387,Grampeador Plástico,Escritório,CAMINHO_2,0,1,,Parado 502 dias
MAT-01388,Fluido Latão,Lubrificante,CAMINHO_3,0,2,,Sem fornecedor; Parado 674 dias
MAT-01389,Interruptor PVC,Elétrico,REJEITADO,1,1,NCM vazio,Parado 636 dias
MAT-01390,Interruptor Latão,Elétrico,CAMINHO_2,0,1,,Sem fornecedor
MAT-01391,Pasta Cobre,Escritório,CAMINHO_3,0,2,,Sem fornecedor; Parado 676 dias
MAT-01392,Cabo 4mm² PVC,Elétrico,CAMINHO_2,0,1,,Parado 565 dias
MAT-01393,Vassoura Aço,Limpeza,CAMINHO_1,0,0,,
MAT-01394,Catalisador Aço,Químico,CAMINHO_2,0,1,,Sem fornecedor
MAT-01395,Lâmpada Inox,Elétrico,CAMINHO_1,0,0,,
MAT-01396,Junta PVC,Peças,CAMINHO_2,0,1,,Parado 554 dias
MAT-01397,Máscara Cobre,EPI,REJEITADO,1,2,NCM vazio,Sem estoque minimo; Parado 589 dias
MAT-01398,Solvente Plástico,Químico,REJEITADO,1,0,NCM vazio,
MAT-01399,Grampeador Aço,Escritório,CAMINHO_1,0,0,,
MAT-01400,Cilindro Latão,Pneumático,CAMINHO_3,0,2,,Sem estoque minimo; Parado 444 dias
MAT-01401,Tomada Cobre,Elétrico,CAMINHO_2,0,1,,Sem fornecedor
MAT-01402,Suporte Latão,Acessórios,CAMINHO_2,0,1,,Sem fornecedor
MAT-01403,Válvula Plástico,Hidráulico,REJEITADO,1,0,Preco zerado,
MAT-01404,Tomada Cobre,Elétrico,CAMINHO_2,0,1,,Parado 649 dias
MAT-01405,Porca M12 Aço,Fixação,REJEITADO,1,2,NCM vazio,Sem fornecedor; Parado 489 dias
MAT-01406,Caneta Cobre,Escritório,REJEITADO,1,1,NCM vazio,Sem estoque minimo
MAT-01407,Prego PVC,Fixação,CAMINHO_3,0,2,,Sem fornecedor; Parado 555 dias
MAT-01408,Fita Alumínio,Embalagem,REJEITADO,1,1,NCM vazio,Sem estoque minimo
MAT-01409,LED Alumínio,Eletrônico,REJEITADO,1,0,Preco zerado,
MAT-01410,Mangueira Aço,Hidráulico,CAMINHO_1,0,0,,
MAT-01411,Correia Alumínio,Mecânico,REJEITADO,1,0,NCM vazio,
MAT-01412,gancho Cobre,Acessórios,CAMINHO_2,0,1,,Parado 631 dias
MAT-01413,Desinfetante Latão,Limpeza,CAMINHO_1,0,0,,
MAT-01414,junta PVC,Peças,CAMINHO_1,0,0,,
MAT-01415,Bota Plástico,EPI,CAMINHO_1,0,0,,
MAT-01416,Fluido PVC,Lubrificante,CAMINHO_2,0,1,,Sem fornecedor
MAT-01417,Engrenagem PVC,Mecânico,REJEITADO,1,2,NCM vazio,Sem fornecedor; Parado 508 dias
MAT-01418,Plástico em Aço,Embalagem,CAMINHO_1,0,0,,
MAT-01419,Bota Plástico,EPI,REJEITADO,1,0,NCM vazio,
MAT-01420,Caneta PVC,Escritório,CAMINHO_2,0,1,,Preco alto: R$1695.81 (revisar)
MAT-01421,Pasta Inox,Escritório,CAMINHO_3,0,2,,Sem fornecedor; Parado 498 dias
MAT-01422,Pasta Plástico,Escritório,REJEITADO,1,1,NCM vazio,Parado 614 dias
MAT-01423,Caixa Plástico,Embalagem,REJEITADO,1,0,Preco zerado,
MAT-01424,Vedação Latão,Peças,CAMINHO_2,0,1,,Parado 484 dias
MAT-01425,Papelão Plástico,Embalagem,CAMINHO_3,0,2,,Preco alto: R$1757.03 (revisar); Parado 403 dias
MAT-01426,Capacitor Cobre,Eletrônico,CAMINHO_3,0,2,,Sem estoque minimo; Parado 487 dias
MAT-01427,Base PVC,Químico,CAMINHO_1,0,0,,
MAT-01428,Etiqueta Cobre,Embalagem,CAMINHO_2,0,1,,Sem fornecedor
MAT-01429,Base Plástico,Químico,REJEITADO,1,0,NCM vazio,
MAT-01430,Eixo Alumínio,Mecânico,REJEITADO,1,1,NCM vazio,Parado 576 dias
MAT-01431,Prego Cobre,Fixação,CAMINHO_1,0,0,,
MAT-01432,Registro Plástico,Hidráulico,CAMINHO_1,0,0,,
MAT-01433,Anel Aço,Peças,REJEITADO,1,1,NCM vazio,Sem fornecedor
MAT-01434,Presilha PVC,Acessórios,REJEITADO,1,1,NCM vazio,Parado 460 dias
MAT-01435,Papel Plástico,Escritório,REJEITADO,1,0,NCM vazio,
MAT-01436,Etiqueta Inox,Embalagem,CAMINHO_1,0,0,,
MAT-01437,Conexão Cobre,Hidráulico,CAMINHO_2,0,1,,Sem fornecedor
MAT-01438,Cilindro PVC,Pneumático,CAMINHO_2,0,1,,Sem fornecedor
MAT-01439,Caixa Cobre,Embalagem,REJEITADO,1,1,NCM vazio,Parado 427 dias
MAT-01440,Martelo Alumínio,Ferramentas,CAMINHO_2,0,1,,Parado 472 dias
MAT-01441,Solvente Aço,Químico,CAMINHO_2,0,1,,Parado 635 dias
MAT-01442,Clips Alumínio,Escritório,CAMINHO_1,0,0,,
MAT-01443,porca M8 Inox,Fixação,CAMINHO_2,0,1,,Parado 666 dias
MAT-01444,catalisador Plástico,Químico,CAMINHO_1,0,0,,
MAT-01445,Solvente PVC,Químico,REJEITADO,1,1,NCM vazio,Parado 527 dias
MAT-01446,Registro Plástico,Hidráulico,REJEITADO,1,1,NCM vazio,Parado 532 dias
MAT-01447,Fluido em Plástico,Lubrificante,CAMINHO_2,0,1,,Sem estoque minimo
MAT-01448,Catalisador Inox,Químico,REJEITADO,1,1,NCM vazio,Sem fornecedor
MAT-01449,Presilha Plástico,Acessórios,REJEITADO,1,0,Preco zerado,
MAT-01450,Pano Latão,Limpeza,CAMINHO_1,0,0,,
MAT-01451,Engrenagem Cobre,Mecânico,CAMINHO_2,0,1,,Parado 462 dias
MAT-01452,Junta PVC,Peças,REJEITADO,1,1,NCM vazio,Parado 515 dias
MAT-01453,Chave Cobre,Ferramentas,REJEITADO,1,1,NCM vazio,Parado 389 dias
MAT-01454,Conexão PVC,Pneumático,CAMINHO_3,0,2,,Sem estoque minimo; Parado 417 dias
MAT-01455,Ácido Aço,Químico,REJEITADO,1,0,NCM vazio,
MAT-01456,Filtro Inox,Pneumático,CAMINHO_2,0,1,,Parado 683 dias
MAT-01457,Clipe em Aço,Acessórios,CAMINHO_1,0,0,,
MAT-01458,Vassoura Aço,Limpeza,CAMINHO_1,0,0,,
MAT-01459,Martelo Cobre,Ferramentas,CAMINHO_3,0,2,,Sem fornecedor; Parado 536 dias
MAT-01460,Junta Plástico,Peças,CAMINHO_2,0,1,,Sem fornecedor
MAT-01461,Prego Alumínio,Fixação,CAMINHO_2,0,1,,Sem fornecedor
MAT-01462,Serra Latão,Ferramentas,CAMINHO_1,0,0,,
MAT-01463,LED Alumínio,Eletrônico,CAMINHO_1,0,0,,
MAT-01464,Graxa Inox,Lubrificante,CAMINHO_2,0,1,,Parado 547 dias
MAT-01465,Chave em Aço,Ferramentas,CAMINHO_1,0,0,,
MAT-01466,Plástico Plástico,Embalagem,CAMINHO_2,0,1,,Sem fornecedor
MAT-01467,Retentor PVC,Peças,CAMINHO_1,0,0,,
MAT-01468,Tomada Cobre,Elétrico,CAMINHO_2,0,1,,Parado 548 dias
MAT-01469,Grampeador Cobre,Escritório,CAMINHO_1,0,0,,
MAT-01470,Fita Alumínio,Embalagem,CAMINHO_1,0,0,,
MAT-01471,Papelão Cobre,Embalagem,REJEITADO,1,1,NCM vazio,Sem fornecedor
MAT-01472,Pasta Inox,Escritório,CAMINHO_1,0,0,,
MAT-01473,Graxa Inox,Lubrificante,REJEITADO,1,1,NCM vazio,Sem estoque minimo
MAT-01474,Módulo Plástico,Eletrônico,CAMINHO_1,0,0,,
MAT-01475,Retentor Inox,Peças,CAMINHO_2,0,1,,Preco alto: R$1984.16 (revisar)
MAT-01476,Martelo Inox,Ferramentas,REJEITADO,1,0,NCM vazio,
MAT-01477,Eixo PVC,Mecânico,CAMINHO_1,0,0,,
MAT-01478,Mangueira Inox,Hidráulico,REJEITADO,1,0,NCM vazio,
MAT-01479,Rolamento PVC,Peças,CAMINHO_3,0,3,,Sem estoque minimo; Preco alto: R$1897.63 (revisar); Parado 379 dias
MAT-01480,suporte Inox,Acessórios,CAMINHO_2,0,1,,Sem estoque minimo
MAT-01481,Base Aço,Químico,CAMINHO_2,0,1,,Parado 484 dias
MAT-01482,Anel Aço,Peças,REJEITADO,1,2,NCM vazio,Sem fornecedor; Parado 408 dias
MAT-01483,Ácido Alumínio,Químico,CAMINHO_2,0,1,,Parado 583 dias
