codigo_material,descricao,categoria,status,dias_sem_movimento,classificacao_giro,faixa_movimento,valor_estoque,estoque_atual
MAT-02853,Mangueira Alumínio,Pneumático,Ativo,408,Baixo,366-730 dias,216635.56,2194
MAT-02362,Pasta Aço,Lubrificante,Inativo,408,Baixo,366-730 dias,327531.8,4321
MAT-06001,Pasta Aço,Lubrificante,Inativo,408,Baixo,366-730 dias,321645.4299831429,4321
MAT-01527,Solvente em Aço,Químico,Ativo,408,Baixo,366-730 dias,15088.23,1773
MAT-02823,Sensor Plástico,Eletrônico,Ativo,408,Baixo,366-730 dias,74670.12000000001,918
MAT-00825,Filtro Plástico,Pneumático,Ativo,408,Baixo,366-730 dias,30454.9,973
MAT-00721,Caneta Aço,Escritório,Ativo,407,Baixo,366-730 dias,2223.6,680
MAT-01107,Caneta Plástico,Escritório,Ativo,407,Baixo,366-730 dias,21880.46,3766
MAT-00715,Disjuntor Inox,Elétrico,Ativo,407,Baixo,366-730 dias,28251.73,2977
MAT-01782,Arruela PVC,Fixação,Ativo,407,Baixo,366-730 dias,29900.88,3429
MAT-01482,Anel Aço,Peças,Ativo,407,Baixo,366-730 dias,98921.15999999999,2691
MAT-02343,Capacitor Plástico,Eletrônico,Ativo,407,Baixo,366-730 dias,272049.76,4633
MAT-02723,Sensor Inox,Eletrônico,Ativo,407,Baixo,366-730 dias,47888.659999999996,2074
MAT-01648,Parafuso M10 Cobre,Fixação,Ativo,406,Baixo,366-730 dias,3141.92,538
MAT-00218,Lâmpada Aço,Elétrico,Ativo,406,Baixo,366-730 dias,1277.04,626
MAT-00271,Fita Aço,Embalagem,Ativo,406,Baixo,366-730 dias,152784.26,4106
MAT-02385,Parafuso M12 Plástico,Fixação,Ativo,406,Baixo,366-730 dias,221146.9,4355
MAT-00556,Arruela Inox,Fixação,Ativo,405,Baixo,366-730 dias,77907.06,803
MAT-02398,Módulo Aço,Eletrônico,Ativo,405,Baixo,366-730 dias,133285.2,2038
MAT-01965,Óleo Plástico,Lubrificante,Ativo,405,Baixo,366-730 dias,343136.52,3996
MAT-00865,Martelo Aço,Ferramentas,Ativo,405,Baixo,366-730 dias,10341.84,4204
MAT-00405,Fluido Aço,Lubrificante,Inativo,404,Baixo,366-730 dias,135384.44,4747
MAT-00878,Capacitor em PVC,Eletrônico,Inativo,404,Baixo,366-730 dias,13658.550000000001,3959
MAT-02957,Rolamento PVC,Peças,Ativo,403,Baixo,366-730 dias,0.0,2874
MAT-06001,Rolamento PVC,Peças,Ativo,403,Baixo,366-730 dias,233943.49653882344,2874
MAT-02547,Balde PVC,Limpeza,Bloqueado,403,Baixo,366-730 dias,120471.01,2801
MAT-02556,Óleo Plástico,Lubrificante,Ativo,402,Baixo,366-730 dias,297123.84,4992
MAT-00748,Cilindro PVC,Pneumático,Ativo,402,Baixo,366-730 dias,56397.399999999994,1676
MAT-01905,Capacitor PVC,Eletrônico,Ativo,402,Baixo,366-730 dias,5293.75,3025
MAT-01425,Papelão Plástico,Embalagem,Ativo,402,Baixo,366-730 dias,323293.52,184
MAT-06001,Catalisador Inox,Químico,Bloqueado,401,Baixo,366-730 dias,77655.81521457109,3825
MAT-06001,ETIQUETA INOX,Embalagem,Ativo,401,Baixo,366-730 dias,15114.92269754598,502
MAT-01331,Tomada Latão,Elétrico,Ativo,401,Baixo,366-730 dias,172886.4,1740
MAT-01581,Chave Alumínio,Ferramentas,Ativo,401,Baixo,366-730 dias,1834.25,319
MAT-01794,Catalisador Inox,Químico,Bloqueado,401,Baixo,366-730 dias,74702.25,3825
MAT-02445,Etiqueta Inox,Embalagem,Ativo,401,Baixo,366-730 dias,15672.439999999999,502
MAT-02377,Fluido Plástico,Lubrificante,Bloqueado,400,Baixo,366-730 dias,656.8199999999999,123
MAT-02800,Chave Latão,Ferramentas,Ativo,400,Baixo,366-730 dias,4095.9,1230
MAT-02495,parafuso M12 PVC,Fixação,Ativo,400,Baixo,366-730 dias,15066.0,2511
MAT-06001,CHAVE LATÃO,Ferramentas,Ativo,400,Baixo,366-730 dias,3977.976083371543,1230
MAT-00455,Desinfetante Aço,Limpeza,Ativo,399,Baixo,366-730 dias,41289.5,658
MAT-00425,Válvula Cobre,Pneumático,Ativo,398,Baixo,366-730 dias,253368.0,1620
MAT-02764,Papelão Inox,Embalagem,Ativo,398,Baixo,366-730 dias,6292.4400000000005,1362
MAT-00039,Spray Aço,Lubrificante,Bloqueado,398,Baixo,366-730 dias,20606.26,4883
MAT-01360,Gancho Plástico,Acessórios,Bloqueado,397,Baixo,366-730 dias,10866.06,1139
MAT-00052,Cilindro Latão,Pneumático,Inativo,397,Baixo,366-730 dias,6005.88,3618
MAT-01626,Lâmpada Cobre,Elétrico,Ativo,396,Baixo,366-730 dias,1416133.5,3790
MAT-00209,Cabo 16mm² Latão,Elétrico,Ativo,395,Baixo,366-730 dias,1830.1200000000001,1812
MAT-00205,suporte Alumínio,Acessórios,Ativo,395,Baixo,366-730 dias,453911.85000000003,2187
MAT-02662,Pasta Plástico,Lubrificante,Ativo,395,Baixo,366-730 dias,441.0,900
MAT-02714,Conexão Aço,Pneumático,Ativo,395,Baixo,366-730 dias,2452.0,613
MAT-01090,Mangueira Plástico,Hidráulico,Ativo,395,Baixo,366-730 dias,4409.099999999999,1917
MAT-06001,PASTA PLÁSTICO,Lubrificante,Ativo,395,Baixo,366-730 dias,433.8064597065158,900
MAT-00938,Vassoura Plástico,Limpeza,Bloqueado,394,Baixo,366-730 dias,2494680.48,1416
MAT-00224,Lâmpada Aço,Elétrico,Ativo,394,Baixo,366-730 dias,870677.06,1474
MAT-01712,Balde Aço,Limpeza,Ativo,394,Baixo,366-730 dias,37422.58,4643
MAT-06001,Lâmpada Aço,Elétrico,Ativo,394,Baixo,366-730 dias,0.0,1474
MAT-00259,"Tubo 3/4"" Aço",Hidráulico,Ativo,394,Baixo,366-730 dias,6294138.83,4669
MAT-02935,Papelão Cobre,Embalagem,Ativo,394,Baixo,366-730 dias,20665.760000000002,2437
MAT-01587,Fita Cobre,Embalagem,Ativo,394,Baixo,366-730 dias,4714.1,590
MAT-06001,Mangueira Aço,Pneumático,Ativo,393,Baixo,366-730 dias,533203.9808808439,1824
MAT-02989,Solvente Plástico,Químico,Ativo,393,Baixo,366-730 dias,5306440.149999999,4705
MAT-02558,papel Aço,Escritório,Ativo,393,Baixo,366-730 dias,6344.5199999999995,364
MAT-02166,Grampeador Inox,Escritório,Ativo,393,Baixo,366-730 dias,671688.95,565
MAT-06001,PAPEL AÇO,Escritório,Ativo,393,Baixo,366-730 dias,6638.645326194496,364
MAT-02104,Sensor Plástico,Eletrônico,Ativo,393,Baixo,366-730 dias,3542.4,320
MAT-02280,Mangueira Aço,Pneumático,Ativo,393,Baixo,366-730 dias,522867.84,1824
MAT-02191,Chave Aço,Ferramentas,Ativo,392,Baixo,366-730 dias,5960.22,966
MAT-01808,Cilindro Plástico,Pneumático,Ativo,392,Baixo,366-730 dias,68356.5,4975
MAT-00531,Base Cobre,Químico,Ativo,391,Baixo,366-730 dias,30469.32,4746
MAT-00397,Óculos Alumínio,EPI,Ativo,391,Baixo,366-730 dias,7924291.029999999,4423
MAT-02183,Engrenagem em Alumínio,Mecânico,Ativo,391,Baixo,366-730 dias,10654.6,4843
MAT-01869,Grampeador Alumínio,Escritório,Ativo,390,Baixo,366-730 dias,31156.22,593
MAT-01947,Alicate Inox,Ferramentas,Ativo,390,Baixo,366-730 dias,0.0,2340
MAT-01646,Martelo Aço,Ferramentas,Ativo,390,Baixo,366-730 dias,39619.2,4127
MAT-00954,Máscara Alumínio,EPI,Ativo,390,Baixo,366-730 dias,34037.75,4325
MAT-00788,Tomada Cobre,Elétrico,Ativo,390,Baixo,366-730 dias,2489200.08,1608
MAT-00793,Papelão Alumínio,Embalagem,Ativo,390,Baixo,366-730 dias,3969.0,1350
MAT-01995,Capacete Inox,EPI,Ativo,390,Baixo,366-730 dias,40066.79,3587
MAT-00991,Disjuntor Inox,Elétrico,Inativo,390,Baixo,366-730 dias,1708435.04,962
MAT-06001,Capacete Inox,EPI,Ativo,390,Baixo,366-730 dias,0.0,3587
MAT-02643,Caixa Aço,Embalagem,Ativo,389,Baixo,366-730 dias,125172.81,2781
MAT-01496,Disjuntor Plástico,Elétrico,Ativo,389,Baixo,366-730 dias,29459.699999999997,3637
MAT-01344,Alicate Cobre,Ferramentas,Inativo,389,Baixo,366-730 dias,15251.609999999999,3729
MAT-02282,Vedação Inox,Peças,Ativo,388,Baixo,366-730 dias,21628.620000000003,4563
MAT-00983,Máscara Inox,EPI,Ativo,388,Baixo,366-730 dias,18223.66,2261
MAT-01453,Chave Cobre,Ferramentas,Ativo,388,Baixo,366-730 dias,115110.66,1281
MAT-02052,Anel Aço,Peças,Ativo,388,Baixo,366-730 dias,9462.48,3544
MAT-01621,Chave Inox,Ferramentas,Bloqueado,387,Baixo,366-730 dias,6238.24,2032
MAT-00650,Bota Latão,EPI,Ativo,387,Baixo,366-730 dias,19304.68,3964
MAT-01520,Capacitor Inox,Eletrônico,Ativo,387,Baixo,366-730 dias,83800.5,161
MAT-02372,Prego Inox,Fixação,Ativo,387,Baixo,366-730 dias,17428.5,2582
MAT-00365,Luva XG PVC,EPI,Ativo,387,Baixo,366-730 dias,10457.470000000001,1187
MAT-02826,Capacete Inox,EPI,Ativo,386,Baixo,366-730 dias,255.97,1969
MAT-01891,Alicate em Inox,Ferramentas,Ativo,386,Baixo,366-730 dias,220711.25999999998,2838
MAT-02331,Eixo Aço,Mecânico,Ativo,386,Baixo,366-730 dias,17205.98,2167
MAT-02089,Detergente Plástico,Limpeza,Ativo,386,Baixo,366-730 dias,8568.0,3570
MAT-01721,Vedação PVC,Peças,Bloqueado,386,Baixo,366-730 dias,920522.07,963
MAT-02586,Detergente Latão,Limpeza,Ativo,386,Baixo,366-730 dias,235171.2,4192
MAT-01789,Vedação Aço,Peças,Bloqueado,385,Baixo,366-730 dias,544088.22,4407
MAT-06001,Caneta Inox,Escritório,Ativo,384,Baixo,366-730 dias,7304.218127408186,1915
MAT-00188,Resistor Aço,Eletrônico,Inativo,384,Baixo,366-730 dias,2295.69,1297
MAT-00859,Bota Aço,EPI,Ativo,384,Baixo,366-730 dias,20783.21,2569
MAT-00953,Serra Latão,Ferramentas,Inativo,384,Baixo,366-730 dias,20339.5,4282
MAT-00969,Caneta Inox,Escritório,Ativo,384,Baixo,366-730 dias,7219.55,1915
MAT-01659,Suporte PVC,Acessórios,Bloqueado,384,Baixo,366-730 dias,206685.78000000003,3171
MAT-02793,LED Inox,Eletrônico,Ativo,384,Baixo,366-730 dias,58849.280000000006,3284
MAT-06001,FITA ALUMÍNIO,Embalagem,Ativo,383,Baixo,366-730 dias,7882.073061368401,2745
MAT-00590,Lâmpada Inox,Elétrico,Ativo,383,Baixo,366-730 dias,232194.54,2757
MAT-02813,Conexão PVC,Hidráulico,Ativo,383,Baixo,366-730 dias,618.0,120
MAT-00024,Fita Alumínio,Embalagem,Ativo,383,Baixo,366-730 dias,7987.950000000001,2745
MAT-02958,Válvula PVC,Hidráulico,Ativo,382,Baixo,366-730 dias,1141.7,1165
MAT-00774,Registro Aço,Hidráulico,Ativo,381,Baixo,366-730 dias,13651.619999999999,2209
MAT-01704,Clips Latão,Escritório,Ativo,380,Baixo,366-730 dias,51096.5,2246
MAT-01057,Mangueira Cobre,Pneumático,Bloqueado,380,Baixo,366-730 dias,69930.9,4170
MAT-00387,Furadeira Plástico,Ferramentas,Bloqueado,380,Baixo,366-730 dias,1538.78,3274
MAT-02952,Grampeador Inox,Escritório,Ativo,380,Baixo,366-730 dias,20044.1,454
MAT-00623,Martelo PVC,Ferramentas,Inativo,380,Baixo,366-730 dias,487219.89,1527
MAT-06001,Mangueira Cobre,Pneumático,Bloqueado,380,Baixo,366-730 dias,71707.56202772044,4170
MAT-02733,Capacete PVC,EPI,Inativo,380,Baixo,366-730 dias,71258.81,2351
MAT-06001,Clips Latão,Escritório,Ativo,380,Baixo,366-730 dias,51085.65550424092,2246
MAT-06001,Grampeador Inox,Escritório,Ativo,380,Baixo,366-730 dias,20908.09526936558,454
MAT-00681,registro Aço,Hidráulico,Ativo,379,Baixo,366-730 dias,3302003.04,1986
MAT-00088,Bota PVC,EPI,Ativo,379,Baixo,366-730 dias,0.0,1524
MAT-00033,Rebite Aço,Fixação,Bloqueado,379,Baixo,366-730 dias,10399.900000000001,1253
MAT-02161,Fita Aço,Embalagem,Ativo,378,Baixo,366-730 dias,431786.29,4537
MAT-02954,Rebite Alumínio,Fixação,Ativo,378,Baixo,366-730 dias,18952.96,416
MAT-01633,Martelo Alumínio,Ferramentas,Ativo,378,Baixo,366-730 dias,173801.24999999997,2625
MAT-01479,Rolamento PVC,Peças,Ativo,378,Baixo,366-730 dias,4057132.9400000004,2138
MAT-01787,Ácido Aço,Químico,Ativo,377,Baixo,366-730 dias,20490.86,2974
MAT-00286,Filtro PVC,Pneumático,Ativo,377,Baixo,366-730 dias,16216.8,4660
MAT-02672,Junta Cobre,Peças,Bloqueado,377,Baixo,366-730 dias,17621.030000000002,1811
MAT-00682,Martelo Inox,Ferramentas,Bloqueado,377,Baixo,366-730 dias,201.6,960
MAT-01600,Bucha Aço,Mecânico,Inativo,377,Baixo,366-730 dias,196701.84,4122
MAT-02687,Retentor PVC,Peças,Ativo,375,Baixo,366-730 dias,224035.72,4684
MAT-02470,Papelão Alumínio,Embalagem,Ativo,375,Baixo,366-730 dias,5233.92,94
MAT-00876,Arruela Aço,Fixação,Ativo,375,Baixo,366-730 dias,10763.28,2718
MAT-00958,Módulo Aço,Eletrônico,Bloqueado,375,Baixo,366-730 dias,4028.4,1080
MAT-01281,Conexão Inox,Pneumático,Ativo,374,Baixo,366-730 dias,17605.920000000002,3412
MAT-02831,Parafuso M16 Latão,Fixação,Inativo,374,Baixo,366-730 dias,106627.96,2638
MAT-00629,LED Alumínio,Eletrônico,Ativo,374,Baixo,366-730 dias,7340.1900000000005,1131
MAT-02524,Conexão Alumínio,Pneumático,Ativo,374,Baixo,366-730 dias,20756.34,2859
MAT-00587,Conexão Plástico,Hidráulico,Ativo,374,Baixo,366-730 dias,15144.58,3358
MAT-06001,LED ALUMÍNIO,Eletrônico,Ativo,374,Baixo,366-730 dias,7393.3036071264705,1131
MAT-00288,Caneta Alumínio,Escritório,Ativo,374,Baixo,366-730 dias,21866.5,2525
MAT-00447,Capacete Alumínio,EPI,Ativo,373,Baixo,366-730 dias,66517.52,1016
MAT-01059,Cabo 10mm² Plástico,Elétrico,Ativo,373,Baixo,366-730 dias,2513586.64,2216
MAT-00931,Óleo Aço,Lubrificante,Ativo,372,Baixo,366-730 dias,5502304.08,3913
MAT-01984,Sensor Aço,Eletrônico,Inativo,371,Baixo,366-730 dias,19922.0,2846
MAT-00287,Clips PVC,Escritório,Ativo,371,Baixo,366-730 dias,2774.2000000000003,4268
MAT-06001,CLIPS PVC,Escritório,Ativo,371,Baixo,366-730 dias,2751.488767184931,4268
MAT-02580,Mangueira Aço,Hidráulico,Ativo,371,Baixo,366-730 dias,114369.54000000001,3162
MAT-02984,Óleo Alumínio,Lubrificante,Ativo,370,Baixo,366-730 dias,818534.3999999999,768
MAT-01271,Cabo 6mm² Aço,Elétrico,Ativo,370,Baixo,366-730 dias,12248.4,2595
MAT-00545,Graxa Aço,Lubrificante,Ativo,370,Baixo,366-730 dias,45010.56,4728
MAT-02550,Ácido Latão,Químico,Ativo,369,Baixo,366-730 dias,12176.6,2845
MAT-00777,Eixo Aço,Mecânico,Inativo,369,Baixo,366-730 dias,132.46,179
MAT-00530,Caneta Aço,Escritório,Ativo,369,Baixo,366-730 dias,2756.16,3132
MAT-01860,Sensor Inox,Eletrônico,Ativo,369,Baixo,366-730 dias,5336197.199999999,4582
MAT-01267,Retentor Aço,Peças,Ativo,369,Baixo,366-730 dias,104081.04,2247
MAT-02446,Tomada Cobre,Elétrico,Bloqueado,369,Baixo,366-730 dias,166027.32,3078
MAT-02592,Óleo PVC,Lubrificante,Ativo,369,Baixo,366-730 dias,6159880.16,4088
MAT-00620,Detergente Aço,Limpeza,Ativo,368,Baixo,366-730 dias,9393.48,4842
MAT-00860,Vedação Cobre,Peças,Inativo,368,Baixo,366-730 dias,3169.36,1832
MAT-02320,Resistor Alumínio,Eletrônico,Ativo,368,Baixo,366-730 dias,1523.49,1181
MAT-00485,Parafuso M12 Alumínio,Fixação,Ativo,368,Baixo,366-730 dias,1165816.75,1525
MAT-00223,Lâmpada Cobre,Elétrico,Inativo,367,Baixo,366-730 dias,36860.159999999996,928
MAT-01699,caixa Inox,Embalagem,Ativo,367,Baixo,366-730 dias,489.09999999999997,670
MAT-06001,Óculos Cobre,EPI,Ativo,367,Baixo,366-730 dias,7529.9437086772805,4094
MAT-00688,Óculos Cobre,EPI,Ativo,367,Baixo,366-730 dias,7369.2,4094
MAT-01735,Interruptor Latão,Elétrico,Bloqueado,367,Baixo,366-730 dias,22056.96,2872
MAT-01936,Fluido Inox,Lubrificante,Ativo,367,Baixo,366-730 dias,257794.0,4105
MAT-00821,Filtro Latão,Pneumático,Ativo,367,Baixo,366-730 dias,1032755.2,877
MAT-06001,FLUIDO INOX,Lubrificante,Ativo,367,Baixo,366-730 dias,252940.20247758343,4105
MAT-00811,Rolamento Alumínio,Peças,Ativo,366,Baixo,366-730 dias,6878.28,186
MAT-00411,Abraçadeira Alumínio,Acessórios,Ativo,366,Baixo,366-730 dias,20253.86,2141
MAT-02131,Desinfetante Latão,Limpeza,Ativo,366,Baixo,366-730 dias,2498689.9,2038
MAT-01380,porca M16 Cobre,Fixação,Ativo,366,Baixo,366-730 dias,223753.2,2783
MAT-00707,Disjuntor Aço,Elétrico,Inativo,366,Baixo,366-730 dias,872173.44,544
MAT-06001,Desinfetante Latão,Limpeza,Ativo,366,Baixo,366-730 dias,2515357.64178354,2038
MAT-01008,LED Inox,Eletrônico,Ativo,365,Baixo,366-730 dias,1693207.32,4164
MAT-00520,Desinfetante Cobre,Limpeza,Ativo,365,Baixo,366-730 dias,17148.75,1275
MAT-00140,Chave Latão,Ferramentas,Ativo,364,Baixo,181-365 dias,1246300.8,2364
MAT-00430,Capacete em Alumínio,EPI,Ativo,364,Baixo,181-365 dias,147279.3,3010
MAT-02365,Abraçadeira Alumínio,Acessórios,Inativo,364,Baixo,181-365 dias,11424.720000000001,3156
MAT-00069,Chave Plástico,Ferramentas,Bloqueado,364,Baixo,181-365 dias,19773.38,3421
MAT-02075,Vedação Cobre,Peças,Ativo,363,Baixo,181-365 dias,1747962.84,2132
MAT-01796,Disjuntor Latão,Elétrico,Ativo,363,Baixo,181-365 dias,1711279.08,2082
MAT-01009,Interruptor Aço,Elétrico,Ativo,363,Baixo,181-365 dias,220338.55,3191
MAT-00706,Pasta Inox,Escritório,Ativo,363,Baixo,181-365 dias,36996.96,3388
MAT-02927,Engrenagem Plástico,Mecânico,Ativo,363,Baixo,181-365 dias,10864.05,1541
MAT-02847,Fluido Inox,Lubrificante,Ativo,362,Baixo,181-365 dias,5461844.640000001,2742
MAT-00491,Rolamento Alumínio,Mecânico,Ativo,362,Baixo,181-365 dias,78660.54,2298
MAT-02730,Rolamento Alumínio,Mecânico,Inativo,362,Baixo,181-365 dias,26621.98,3223
MAT-00009,Chave Latão,Ferramentas,Ativo,362,Baixo,181-365 dias,4516689.12,4503
MAT-02142,Grampeador Alumínio,Escritório,Ativo,361,Baixo,181-365 dias,21311.12,3896
MAT-01168,Engrenagem Latão,Mecânico,Inativo,361,Baixo,181-365 dias,164616.75,3181
MAT-02357,Junta Plástico,Peças,Inativo,361,Baixo,181-365 dias,179380.24,3988
MAT-02797,Vedação Inox,Peças,Inativo,360,Baixo,181-365 dias,6520.92,3327
MAT-02584,Desinfetante Latão,Limpeza,Ativo,360,Baixo,181-365 dias,239270.4,4824
MAT-01478,Mangueira Inox,Hidráulico,Bloqueado,360,Baixo,181-365 dias,2582.64,1688
MAT-02977,Correia Latão,Mecânico,Bloqueado,360,Baixo,181-365 dias,3065238.87,1929
MAT-01130,Vedação Plástico,Peças,Ativo,360,Baixo,181-365 dias,145474.4,2920
MAT-02691,Ácido Aço,Químico,Ativo,359,Baixo,181-365 dias,172636.1,3110
MAT-01981,Catalisador PVC,Químico,Inativo,359,Baixo,181-365 dias,2559.0,1706
MAT-00509,Anel Aço,Peças,Ativo,359,Baixo,181-365 dias,37930.32,3411
MAT-02454,Pasta Plástico,Escritório,Ativo,359,Baixo,181-365 dias,2813209.1399999997,2202
MAT-00219,Bota Cobre,EPI,Ativo,359,Baixo,181-365 dias,435810.9,4830
MAT-01533,Bota PVC,EPI,Inativo,358,Baixo,181-365 dias,204205.68,3906
MAT-06001,Resistor Inox,Eletrônico,Ativo,358,Baixo,181-365 dias,8656.177386274836,2119
MAT-01996,Resistor Inox,Eletrônico,Ativo,358,Baixo,181-365 dias,8899.800000000001,2119
MAT-01819,Graxa Latão,Lubrificante,Ativo,358,Baixo,181-365 dias,8886.76,1363
MAT-02071,Grampeador Plástico,Escritório,Ativo,358,Baixo,181-365 dias,8402.85,1065
MAT-02819,Clipe em Plástico,Acessórios,Ativo,358,Baixo,181-365 dias,37191.909999999996,4193
MAT-01930,Válvula Cobre,Hidráulico,Inativo,358,Baixo,181-365 dias,443981.65,245
MAT-01589,Tomada Cobre,Elétrico,Ativo,357,Baixo,181-365 dias,89258.2,1132
MAT-01061,Grampeador Latão,Escritório,Ativo,357,Baixo,181-365 dias,42557.060000000005,4886
MAT-06001,Chave Plástico,Ferramentas,Ativo,357,Baixo,181-365 dias,29180.866880011534,4865
MAT-01525,Válvula Aço,Pneumático,Ativo,357,Baixo,181-365 dias,535907.8200000001,609
MAT-00191,Chave Plástico,Ferramentas,Ativo,357,Baixo,181-365 dias,30503.55,4865
MAT-01436,Etiqueta Inox,Embalagem,Ativo,357,Baixo,181-365 dias,1913.3000000000002,1805
MAT-01408,Fita Alumínio,Embalagem,Ativo,357,Baixo,181-365 dias,12392.6,2620
MAT-02114,Martelo Cobre,Ferramentas,Ativo,356,Baixo,181-365 dias,3579.25,3475
MAT-01297,Vedação Inox,Peças,Ativo,356,Baixo,181-365 dias,12821.079999999998,2554
MAT-00422,Pano PVC,Limpeza,Inativo,355,Baixo,181-365 dias,3198.58,469
MAT-00990,Resistor PVC,Eletrônico,Ativo,355,Baixo,181-365 dias,46860.84,3534
MAT-00558,Sensor Plástico,Eletrônico,Ativo,355,Baixo,181-365 dias,4006334.64,3448
MAT-02638,Cabo 6mm² Plástico,Elétrico,Ativo,355,Baixo,181-365 dias,132834.97,1601
MAT-06001,Cabo 4mm² Plástico,Elétrico,Inativo,355,Baixo,181-365 dias,3726.142275031849,1316
MAT-02856,Cabo 4mm² Plástico,Elétrico,Inativo,355,Baixo,181-365 dias,3869.04,1316
MAT-00304,Clips Inox,Escritório,Ativo,355,Baixo,181-365 dias,14751.720000000001,2349
MAT-00211,Válvula PVC,Pneumático,Ativo,354,Baixo,181-365 dias,8447866.44,4407
MAT-01580,Vassoura PVC,Limpeza,Ativo,354,Baixo,181-365 dias,1684614.0999999999,3679
MAT-02105,Mangueira Alumínio,Hidráulico,Ativo,354,Baixo,181-365 dias,2405.4,380
MAT-01226,ácido Plástico,Químico,Ativo,354,Baixo,181-365 dias,40941.44,568
MAT-01871,mangueira Aço,Hidráulico,Bloqueado,354,Baixo,181-365 dias,12500.960000000001,1264
MAT-00580,Correia Inox,Mecânico,Ativo,353,Baixo,181-365 dias,6657.0,700
MAT-02549,Correia Cobre,Mecânico,Ativo,352,Baixo,181-365 dias,14314.0,3368
MAT-02101,Correia Alumínio,Mecânico,Ativo,351,Baixo,181-365 dias,8146.15,4265
MAT-01894,Martelo Alumínio,Ferramentas,Ativo,351,Baixo,181-365 dias,779.7900000000001,417
MAT-00414,Caixa PVC,Embalagem,Ativo,351,Baixo,181-365 dias,6391004.399999999,3244
MAT-06001,Correia Alumínio,Mecânico,Ativo,351,Baixo,181-365 dias,8473.147663373951,4265
MAT-00562,Cabo 4mm² Inox,Elétrico,Ativo,351,Baixo,181-365 dias,6758018.48,4478
MAT-01052,Caixa Alumínio,Embalagem,Ativo,350,Baixo,181-365 dias,365883.18,4038
MAT-00959,Interruptor Latão,Elétrico,Ativo,350,Baixo,181-365 dias,2406852.01,2803
MAT-02451,Máscara Inox,EPI,Ativo,350,Baixo,181-365 dias,19978.0,2854
MAT-02092,Etiqueta Latão,Embalagem,Ativo,350,Baixo,181-365 dias,2700.96,331
MAT-00872,Balde PVC,Limpeza,Ativo,350,Baixo,181-365 dias,420.24,309
MAT-00919,Clipe Alumínio,Acessórios,Ativo,349,Baixo,181-365 dias,18517.92,4152
MAT-00863,Graxa Alumínio,Lubrificante,Ativo,349,Baixo,181-365 dias,30151.88,4031
MAT-02483,Vedação Cobre,Peças,Ativo,349,Baixo,181-365 dias,34179.4,4814
MAT-01469,Grampeador Cobre,Escritório,Ativo,348,Baixo,181-365 dias,3805.13,2861
MAT-00679,Catalisador Alumínio,Químico,Ativo,348,Baixo,181-365 dias,23819.399999999998,2970
MAT-01868,Pano Alumínio,Limpeza,Ativo,348,Baixo,181-365 dias,6744.32,704
MAT-00415,Martelo em Cobre,Ferramentas,Ativo,347,Baixo,181-365 dias,16448.04,2247
MAT-01991,Registro Cobre,Hidráulico,Ativo,347,Baixo,181-365 dias,13919.800000000001,3524
MAT-01741,Serra Inox,Ferramentas,Bloqueado,347,Baixo,181-365 dias,574.33,727
MAT-02523,Detergente Inox,Limpeza,Inativo,347,Baixo,181-365 dias,19299.8,676
MAT-02532,Ácido Alumínio,Químico,Ativo,347,Baixo,181-365 dias,1171.14,786
MAT-00056,Plástico Alumínio,Embalagem,Ativo,346,Baixo,181-365 dias,111573.3,205
MAT-00202,etiqueta Alumínio,Embalagem,Ativo,346,Baixo,181-365 dias,2056.1,3545
MAT-00061,Fluido Alumínio,Lubrificante,Bloqueado,346,Baixo,181-365 dias,38866.1,4271
MAT-02772,Tomada Inox,Elétrico,Ativo,346,Baixo,181-365 dias,25956.06,2782
MAT-01411,Correia Alumínio,Mecânico,Ativo,346,Baixo,181-365 dias,69111.84,2456
MAT-01201,Catalisador Cobre,Químico,Ativo,345,Baixo,181-365 dias,8236.800000000001,1584
MAT-02189,Detergente Latão,Limpeza,Ativo,345,Baixo,181-365 dias,5043.5,1441
MAT-02194,Pasta Aço,Escritório,Ativo,345,Baixo,181-365 dias,0.0,3674
MAT-00018,Porca M10 Cobre,Fixação,Ativo,345,Baixo,181-365 dias,342.07,79
MAT-00311,Rolamento PVC,Mecânico,Ativo,344,Baixo,181-365 dias,380945.98000000004,1643
MAT-01935,Vassoura Cobre,Limpeza,Ativo,344,Baixo,181-365 dias,13137.36,2451
MAT-06001,Vassoura Cobre,Limpeza,Ativo,344,Baixo,181-365 dias,12845.166679086646,2451
MAT-00249,Filtro Latão,Pneumático,Bloqueado,344,Baixo,181-365 dias,4530.5199999999995,2372
MAT-06001,Rolamento PVC,Mecânico,Ativo,344,Baixo,181-365 dias,373786.5576979844,1643
MAT-01531,Rolamento PVC,Mecânico,Ativo,343,Baixo,181-365 dias,29301.76,3104
