codigo_material,descricao,categoria,estoque_sistema,estoque_fisico,divergencia_qtd,divergencia_perc,divergencia_valor,score_acuracidade,classe_acuracidade,valor_estoque,valor_estoque_fisico
MAT-02157,Cabo 6mm² Latão,Elétrico,2703,2770,67,2.48,568.1600000000001,97.52,B,22921.440000000002,23489.600000000002
MAT-02745,Etiqueta Latão,Embalagem,4640,4755,115,2.48,2727.7999999999997,97.52,B,110060.79999999999,112788.59999999999
MAT-02443,Engrenagem Alumínio,Mecânico,404,414,10,2.48,15.600000000000001,97.52,B,630.24,645.84
MAT-06001,MANGUEIRA PLÁSTICO,Hidráulico,2907,2835,-72,-2.48,-78931.04726393474,97.52,B,3186841.033281365,3107909.98601743
MAT-00541,Junta Inox,Peças,4403,4294,-109,-2.48,-887.2600000000001,97.52,B,35840.420000000006,34953.16
MAT-02589,Fita Cobre,Embalagem,4636,4521,-115,-2.48,-108.1,97.52,B,4357.84,4249.74
MAT-00508,led Plástico,Eletrônico,1128,1156,28,2.48,845.88,97.52,B,34076.88,34922.76
MAT-01427,Base PVC,Químico,2015,2065,50,2.48,214.0,97.52,B,8624.2,8838.2
MAT-06001,LUVA AÇO P,EPI,3438,3523,85,2.47,27.13300870487791,97.53,B,1097.4503991455324,1124.5834078504104
MAT-00205,suporte Alumínio,Acessórios,2187,2133,-54,-2.47,-11207.7,97.53,B,453911.85000000003,442704.15
MAT-00413,Retentor PVC,Peças,1580,1619,39,2.47,31352.489999999998,97.53,B,1270177.8,1301530.29
MAT-02716,Cilindro Cobre,Pneumático,3438,3353,-85,-2.47,-695.3,97.53,B,28122.84,27427.539999999997
MAT-02264,Presilha Aço,Acessórios,2667,2733,66,2.47,22304.7,97.53,B,901312.65,923617.35
MAT-00308,Cilindro PVC,Pneumático,1980,2029,49,2.47,3468.2200000000003,97.53,B,140144.4,143612.62
MAT-01596,Caixa Plástico,Embalagem,2791,2860,69,2.47,101462.43000000001,97.53,B,4104081.77,4205544.2
MAT-00137,Sensor Aço,Eletrônico,4890,5011,121,2.47,778.03,97.53,B,31442.699999999997,32220.73
MAT-02590,Filtro PVC,Pneumático,3031,3106,75,2.47,7152.0,97.53,B,289036.16,296188.16
MAT-02156,Anel em Latão,Peças,284,291,7,2.46,4060.0,97.54,B,164720.0,168780.0
MAT-00341,Furadeira Aço,Ferramentas,2112,2060,-52,-2.46,-296.40000000000003,97.54,B,12038.4,11742.0
MAT-01557,Módulo Latão,Eletrônico,1422,1387,-35,-2.46,-2306.5,97.54,B,93709.8,91403.3
MAT-01473,Graxa Inox,Lubrificante,609,594,-15,-2.46,-92.4,97.54,B,3751.44,3659.04
MAT-06001,Mangueira Cobre,Pneumático,2073,2124,51,2.46,6.878820604852301,97.54,B,279.6038257619376,286.48264636678994
MAT-02944,Fita Aço,Embalagem,2198,2252,54,2.46,261.9,97.54,B,10660.3,10922.199999999999
MAT-02897,Gancho em Alumínio,Acessórios,1584,1623,39,2.46,1831.44,97.54,B,74384.64,76216.08
MAT-02885,Bucha Aço,Mecânico,3253,3333,80,2.46,163.2,97.54,B,6636.12,6799.32
MAT-00963,Ácido Latão,Químico,4694,4579,-115,-2.45,-7288.700000000001,97.55,B,297505.72000000003,290217.02
MAT-02106,Furadeira Aço,Ferramentas,938,915,-23,-2.45,-1638.75,97.55,B,66832.5,65193.75
MAT-01876,Óculos Latão,EPI,4006,4104,98,2.45,3396.68,97.55,B,138847.96,142244.63999999998
MAT-01821,Sensor Latão,Eletrônico,4575,4687,112,2.45,4900.0,97.55,B,200156.25,205056.25
MAT-01531,Rolamento PVC,Mecânico,3104,3028,-76,-2.45,-717.4399999999999,97.55,B,29301.76,28584.32
MAT-00142,Disjuntor Latão,Elétrico,4360,4253,-107,-2.45,-614.1800000000001,97.55,B,25026.4,24412.22
MAT-00465,Serra Inox,Ferramentas,2567,2504,-63,-2.45,-85.68,97.55,B,3491.1200000000003,3405.44
MAT-00684,Mangueira Latão,Hidráulico,2295,2351,56,2.44,3776.0800000000004,97.56,B,154751.85,158527.93000000002
MAT-02084,luva XG Alumínio,EPI,2872,2802,-70,-2.44,-2655.7999999999997,97.56,B,108963.68,106307.87999999999
MAT-02085,Máscara Cobre,EPI,2129,2077,-52,-2.44,-419.12,97.56,B,17159.74,16740.620000000003
MAT-00056,Plástico Alumínio,Embalagem,205,200,-5,-2.44,-2721.3,97.56,B,111573.3,108852.0
MAT-02854,Etiqueta Inox,Embalagem,655,639,-16,-2.44,-16.16,97.56,B,661.55,645.39
MAT-01042,Rolamento PVC,Mecânico,2782,2850,68,2.44,93211.68,97.56,B,3813454.32,3906666.0
MAT-00130,Cabo 6mm² Plástico,Elétrico,2742,2675,-67,-2.44,-225.12,97.56,B,9213.119999999999,8988.0
MAT-06001,CONEXÃO ALUMÍNIO,Pneumático,3039,2965,-74,-2.44,-721.6732671680636,97.56,B,29637.36566113169,28915.69239396363
MAT-06001,Anel Inox,Peças,4014,3916,-98,-2.44,-5425.51611760535,97.56,B,222224.71118436608,216799.19506676073
MAT-01176,Capacitor Cobre,Eletrônico,2012,2061,49,2.44,292.04,97.56,B,11991.52,12283.56
MAT-01672,Tomada PVC,Elétrico,82,80,-2,-2.44,-4.6,97.56,B,188.6,184.0
MAT-02622,Válvula Alumínio,Hidráulico,4428,4536,108,2.44,101.52,97.56,B,4162.32,4263.84
MAT-00040,Desinfetante Cobre,Limpeza,614,599,-15,-2.44,-6453.75,97.56,B,264173.5,257719.75
MAT-02864,Capacitor Inox,Eletrônico,989,965,-24,-2.43,-42970.56,97.57,B,1770745.1600000001,1727774.6
MAT-06001,Etiqueta Plástico,Embalagem,4811,4694,-117,-2.43,-204.32848145502896,97.57,B,8401.917301539695,8197.588820084666
MAT-02394,Papelão Alumínio,Embalagem,1811,1855,44,2.43,357.72,97.57,B,14723.430000000002,15081.150000000001
MAT-02117,Junta Aço,Peças,2547,2609,62,2.43,4391.46,97.57,B,180404.01,184795.47
MAT-01054,Sensor Inox,Eletrônico,1234,1264,30,2.43,247.20000000000002,97.57,B,10168.16,10415.36
MAT-00314,Alicate Cobre,Ferramentas,1564,1602,38,2.43,31536.579999999998,97.57,B,1297979.24,1329515.82
MAT-02554,Clipe Inox,Acessórios,3256,3177,-79,-2.43,-136.67,97.57,B,5632.88,5496.21
MAT-02368,Anel Alumínio,Peças,535,522,-13,-2.43,-0.0,97.57,B,0.0,0.0
MAT-00217,Rolamento PVC,Mecânico,2266,2211,-55,-2.43,-354.20000000000005,97.57,B,14593.04,14238.84
MAT-02458,"Tubo 1/2"" Alumínio",Hidráulico,247,253,6,2.43,39.24,97.57,B,1615.38,1654.6200000000001
MAT-00393,Correia Latão,Mecânico,2179,2232,53,2.43,1346.73,97.57,B,55368.39,56715.12
MAT-06001,Filtro Alumínio,Pneumático,740,722,-18,-2.43,-710.6868910987577,97.57,B,29217.12774517115,28506.440854072393
MAT-01401,Tomada Cobre,Elétrico,2801,2869,68,2.43,48422.8,97.57,B,1994592.1,2043014.9000000001
MAT-00589,Suporte em Inox,Acessórios,827,807,-20,-2.42,-95.0,97.58,B,3928.25,3833.25
MAT-00582,Martelo PVC,Ferramentas,1863,1908,45,2.42,2454.3,97.58,B,101608.02,104062.31999999999
MAT-00170,Válvula em Cobre,Pneumático,3589,3502,-87,-2.42,-50.459999999999994,97.58,B,2081.62,2031.1599999999999
MAT-01830,Cabo 6mm² Plástico,Elétrico,537,550,13,2.42,592.28,97.58,B,24465.72,25058.0
MAT-02033,arruela Latão,Fixação,1321,1289,-32,-2.42,-169.28,97.58,B,6988.09,6818.81
MAT-00227,clipe Latão,Acessórios,4340,4445,105,2.42,9316.65,97.58,B,385088.2,394404.85000000003
MAT-00905,Papelão Aço,Embalagem,2276,2221,-55,-2.42,-3309.9,97.58,B,136969.68,133659.78
MAT-00019,Cilindro PVC,Pneumático,4586,4475,-111,-2.42,-399.6,97.58,B,16509.600000000002,16110.0
MAT-01517,Engrenagem Plástico,Mecânico,1661,1621,-40,-2.41,-438.0,97.59,B,18187.949999999997,17749.949999999997
MAT-01463,LED Alumínio,Eletrônico,2157,2209,52,2.41,37422.84,97.59,B,1552328.19,1589751.0299999998
MAT-01101,Vedação Alumínio,Peças,870,849,-21,-2.41,-458.42999999999995,97.59,B,18992.1,18533.67
MAT-00184,Cilindro em Plástico,Pneumático,2447,2506,59,2.41,158.71,97.59,B,6582.43,6741.139999999999
MAT-01549,Presilha Latão,Acessórios,4233,4131,-102,-2.41,-524.28,97.59,B,21757.62,21233.34
MAT-01539,Sensor Plástico,Eletrônico,1781,1738,-43,-2.41,-365.93,97.59,B,15156.31,14790.38
MAT-02768,Rolamento Plástico,Mecânico,2949,2878,-71,-2.41,-42140.63,97.59,B,1750319.97,1708179.3399999999
MAT-01312,Etiqueta Aço,Embalagem,1328,1360,32,2.41,123.2,97.59,B,5112.8,5236.0
MAT-02169,Resistor Latão,Eletrônico,4963,5082,119,2.4,0.0,97.6,B,0.0,0.0
MAT-00862,Junta Cobre,Peças,2292,2237,-55,-2.4,-43993.95,97.6,B,1833347.88,1789353.93
MAT-00771,Conexão Latão,Pneumático,2087,2037,-50,-2.4,-0.0,97.6,B,0.0,0.0
MAT-01762,Máscara Latão,EPI,4755,4641,-114,-2.4,-352.26,97.6,B,14692.949999999999,14340.689999999999
MAT-01125,Rebite Inox,Fixação,417,407,-10,-2.4,-62.1,97.6,B,2589.57,2527.47
MAT-02093,Bucha PVC,Mecânico,1835,1791,-44,-2.4,-33.44,97.6,B,1394.6,1361.16
MAT-06001,Catalisador Latão,Químico,208,213,5,2.4,425.2190255295096,97.6,B,17689.1114620276,18114.33048755711
MAT-01213,Rebite Inox,Fixação,4349,4453,104,2.39,2249.52,97.61,B,94068.87,96318.39
MAT-06001,DESINFETANTE INOX,Limpeza,1716,1757,41,2.39,102.71208696441856,97.61,B,4298.8766153888355,4401.588702353254
MAT-00534,Suporte PVC,Acessórios,753,735,-18,-2.39,-960.1200000000001,97.61,B,40165.020000000004,39204.9
MAT-01893,Engrenagem PVC,Mecânico,3897,3804,-93,-2.39,-4644.42,97.61,B,194616.18,189971.75999999998
MAT-02831,Parafuso M16 Latão,Fixação,2638,2575,-63,-2.39,-2546.46,97.61,B,106627.96,104081.5
MAT-02892,Correia Cobre,Mecânico,2511,2451,-60,-2.39,-2122.8,97.61,B,88839.18000000001,86716.38
MAT-01110,Balde PVC,Limpeza,1214,1185,-29,-2.39,-127.02,97.61,B,5317.32,5190.3
MAT-01308,Retentor Plástico,Peças,1255,1225,-30,-2.39,-109.80000000000001,97.61,B,4593.3,4483.5
MAT-00649,Vassoura PVC,Limpeza,1215,1186,-29,-2.39,-170.23,97.61,B,7132.05,6961.82
MAT-01009,Interruptor Aço,Elétrico,3191,3267,76,2.38,5247.8,97.62,B,220338.55,225586.34999999998
MAT-02574,Vassoura Inox,Limpeza,2224,2277,53,2.38,2768.7200000000003,97.62,B,116181.76000000001,118950.48000000001
MAT-00327,Caneta Cobre,Escritório,1135,1162,27,2.38,126.63000000000001,97.62,B,5323.150000000001,5449.780000000001
MAT-00133,Alicate Inox,Ferramentas,3273,3351,78,2.38,506.22,97.62,B,21241.77,21747.99
MAT-00853,Correia Inox,Mecânico,3698,3610,-88,-2.38,-120326.79999999999,97.62,B,5056460.3,4936133.5
MAT-02983,Máscara Alumínio,EPI,4873,4989,116,2.38,6832.4,97.62,B,287019.7,293852.1
MAT-02553,Válvula PVC,Pneumático,2349,2293,-56,-2.38,-93572.64,97.62,B,3925038.06,3831465.42
MAT-01814,Válvula Plástico,Hidráulico,1931,1977,46,2.38,408.48,97.62,B,17147.280000000002,17555.760000000002
MAT-00336,Resistor Cobre,Eletrônico,2523,2583,60,2.38,68809.2,97.62,B,2893426.86,2962236.06
MAT-01286,Retentor Cobre,Peças,965,988,23,2.38,132.94,97.62,B,5577.7,5710.64
MAT-01971,Óleo Plástico,Lubrificante,2853,2921,68,2.38,0.0,97.62,B,0.0,0.0
MAT-01584,Luva G Alumínio,EPI,4656,4545,-111,-2.38,-3534.24,97.62,B,148247.04,144712.8
MAT-02515,Bota Alumínio,EPI,252,246,-6,-2.38,-582.12,97.62,B,24449.039999999997,23866.92
MAT-01890,Pano Aço,Limpeza,1050,1075,25,2.38,8745.25,97.62,B,367300.5,376045.75
MAT-00638,Balde Latão,Limpeza,3187,3111,-76,-2.38,-254.6,97.62,B,10676.45,10421.85
MAT-02062,Parafuso M16 Cobre,Fixação,2309,2364,55,2.38,15929.65,97.62,B,668755.67,684685.32
MAT-00062,Gancho Alumínio,Acessórios,2663,2600,-63,-2.37,-371.70000000000005,97.63,B,15711.7,15340.000000000002
MAT-02425,Sensor Cobre,Eletrônico,4175,4076,-99,-2.37,-4952.97,97.63,B,208875.25,203922.28
MAT-00759,Presilha Aço,Acessórios,4388,4492,104,2.37,6328.400000000001,97.63,B,267009.8,273338.2
MAT-00203,Bota Alumínio,EPI,2409,2466,57,2.37,5513.04,97.63,B,232998.48,238511.52
MAT-02283,Ácido PVC,Químico,2994,3065,71,2.37,1970.96,97.63,B,83113.44,85084.40000000001
MAT-00102,Capacete PVC,EPI,3930,4023,93,2.37,459.42,97.63,B,19414.2,19873.620000000003
MAT-00061,Fluido Alumínio,Lubrificante,4271,4372,101,2.36,919.0999999999999,97.64,B,38866.1,39785.2
MAT-02259,Correia Inox,Mecânico,1656,1695,39,2.36,279.63,97.64,B,11873.52,12153.15
MAT-00945,Reagente Alumínio,Químico,127,130,3,2.36,16.71,97.64,B,707.39,724.1
MAT-01869,Grampeador Alumínio,Escritório,593,607,14,2.36,735.56,97.64,B,31156.22,31891.78
MAT-01057,Mangueira Cobre,Pneumático,4170,4268,98,2.35,1643.46,97.65,B,69930.9,71574.36
MAT-01569,Clips Inox,Escritório,1403,1436,33,2.35,277.2,97.65,B,11785.2,12062.4
MAT-02307,Conexão Aço,Hidráulico,4804,4691,-113,-2.35,-9927.05,97.65,B,422031.39999999997,412104.35
MAT-00533,Alicate Plástico,Ferramentas,2084,2133,49,2.35,53474.68,97.65,B,2274310.88,2327785.56
MAT-00517,Interruptor PVC,Elétrico,1150,1123,-27,-2.35,-120.96000000000001,97.65,B,5152.000000000001,5031.040000000001
MAT-01022,Registro PVC,Hidráulico,1790,1748,-42,-2.35,-202.44,97.65,B,8627.800000000001,8425.36
MAT-06001,Óleo Inox,Lubrificante,4890,5005,115,2.35,2723.4803325117077,97.65,B,115807.12022593261,118530.60055844432
MAT-00449,"Tubo 3/4"" Cobre",Hidráulico,2634,2696,62,2.35,240.56,97.65,B,10219.92,10460.48
MAT-00427,Disjuntor Inox,Elétrico,2003,2050,47,2.35,2287.02,97.65,B,97465.98,99753.0
MAT-02652,Filtro Plástico,Pneumático,3957,4050,93,2.35,719.82,97.65,B,30627.18,31347.0
MAT-01276,LED PVC,Eletrônico,3291,3214,-77,-2.34,-151528.30000000002,97.66,B,6476358.9,6324830.600000001
MAT-01926,"Tubo 1"" Inox",Hidráulico,2522,2463,-59,-2.34,-358.72,97.66,B,15333.76,14975.04
MAT-00405,Fluido Aço,Lubrificante,4747,4636,-111,-2.34,-3165.72,97.66,B,135384.44,132218.72
MAT-01311,Abraçadeira Inox,Acessórios,3722,3809,87,2.34,244.47,97.66,B,10458.82,10703.29
MAT-02371,Óleo Plástico,Lubrificante,4151,4054,-97,-2.34,-149511.91999999998,97.66,B,6398185.359999999,6248673.4399999995
MAT-01255,Bota Latão,EPI,2902,2970,68,2.34,135.32,97.66,B,5774.98,5910.3
MAT-02337,Vassoura Plástico,Limpeza,3639,3554,-85,-2.34,-572.0500000000001,97.66,B,24490.47,23918.420000000002
MAT-01837,Etiqueta Latão,Embalagem,1109,1083,-26,-2.34,-233.74,97.66,B,9969.91,9736.17
MAT-06001,Martelo Latão,Ferramentas,1283,1253,-30,-2.34,-2797.1525179733894,97.66,B,119624.88935199528,116827.7368340219
MAT-01206,Válvula Latão,Hidráulico,172,168,-4,-2.33,-11.44,97.67,B,491.91999999999996,480.47999999999996
MAT-01613,Válvula PVC,Hidráulico,4842,4955,113,2.33,106062.93000000001,97.67,B,4544749.62,4650812.55
MAT-00091,Cabo 10mm² Plástico,Elétrico,4516,4411,-105,-2.33,-175896.0,97.67,B,7565203.2,7389307.2
MAT-01379,Registro Latão,Hidráulico,3051,3122,71,2.33,6351.66,97.67,B,272942.45999999996,279294.12
MAT-00768,Caixa Cobre,Embalagem,515,503,-12,-2.33,-74.4,97.67,B,3193.0,3118.6
MAT-02655,Fita Inox,Embalagem,1203,1231,28,2.33,3249.1200000000003,97.67,B,139596.12,142845.24000000002
MAT-02965,Balde Cobre,Limpeza,4328,4429,101,2.33,515.0999999999999,97.67,B,22072.8,22587.899999999998
MAT-01626,Lâmpada Cobre,Elétrico,3790,3702,-88,-2.32,-32881.2,97.68,B,1416133.5,1383252.2999999998
MAT-02547,Balde PVC,Limpeza,2801,2736,-65,-2.32,-2795.65,97.68,B,120471.01,117675.36
MAT-02642,módulo Inox,Eletrônico,3491,3572,81,2.32,294.03,97.68,B,12672.33,12966.359999999999
MAT-00215,Mangueira Inox,Pneumático,2070,2022,-48,-2.32,-21580.32,97.68,B,930651.2999999999,909070.98
MAT-00948,Serra Plástico,Ferramentas,4216,4314,98,2.32,511.56,97.68,B,22007.52,22519.079999999998
MAT-00245,Prego Latão,Fixação,3193,3267,74,2.32,1773.78,97.68,B,76536.20999999999,78309.98999999999
MAT-02338,Filtro PVC,Pneumático,4833,4945,112,2.32,8921.92,97.68,B,384996.77999999997,393918.7
MAT-00871,Grampeador Alumínio,Escritório,1427,1460,33,2.31,254.76,97.69,B,11016.44,11271.199999999999
MAT-01686,Clips PVC,Escritório,477,466,-11,-2.31,-21826.97,97.69,B,946496.79,924669.82
MAT-06001,Óleo Plástico,Lubrificante,4971,5086,115,2.31,155.1197706417084,97.69,B,6705.220694434196,6860.340465075904
MAT-02804,Ácido Cobre,Químico,1995,2041,46,2.31,218.5,97.69,B,9476.25,9694.75
MAT-00051,Spray PVC,Lubrificante,1475,1441,-34,-2.31,-1600.72,97.69,B,69443.0,67842.28
MAT-06001,Capacete Inox,EPI,3587,3670,83,2.31,0.0,97.69,B,0.0,0.0
MAT-01215,Retentor Cobre,Peças,4369,4470,101,2.31,129707.23,97.69,B,5610800.87,5740508.1
MAT-01498,Desinfetante Cobre,Limpeza,1562,1598,36,2.3,236.88,97.7,B,10277.960000000001,10514.84
MAT-02788,Tomada Latão,Elétrico,1307,1277,-30,-2.3,-2826.6,97.7,B,123145.54,120318.94
MAT-01965,Óleo Plástico,Lubrificante,3996,3904,-92,-2.3,-7900.040000000001,97.7,B,343136.52,335236.48000000004
MAT-02912,Serra Latão,Ferramentas,4787,4897,110,2.3,119260.90000000001,97.7,B,5190017.53,5309278.430000001
MAT-00659,Pasta Latão,Escritório,4571,4676,105,2.3,4664.1,97.7,B,203043.82,207707.92
MAT-02430,Filtro em Cobre,Pneumático,2605,2665,60,2.3,76487.4,97.7,B,3320827.9499999997,3397315.35
MAT-01919,Ácido Alumínio,Químico,217,212,-5,-2.3,-4169.65,97.7,B,180962.81,176793.16
MAT-00789,Eixo Alumínio,Mecânico,306,299,-7,-2.29,-1580.8100000000002,97.71,B,69103.98000000001,67523.17
MAT-01747,Gancho Cobre,Acessórios,3925,4015,90,2.29,561.6,97.71,B,24492.0,25053.600000000002
MAT-00560,Máscara Cobre,EPI,1267,1238,-29,-2.29,-2053.4900000000002,97.71,B,89716.27,87662.78
MAT-00780,Correia Aço,Mecânico,831,850,19,2.29,16.34,97.71,B,714.66,731.0
MAT-00810,Chave Latão,Ferramentas,3486,3566,80,2.29,4667.200000000001,97.71,B,203373.24000000002,208040.44
MAT-00741,Sensor PVC,Eletrônico,3410,3332,-78,-2.29,-1216.02,97.71,B,53161.9,51945.88
MAT-00265,etiqueta Alumínio,Embalagem,2753,2816,63,2.29,98.91000000000001,97.71,B,4322.21,4421.12
MAT-02416,caneta Cobre,Escritório,785,803,18,2.29,131.94,97.71,B,5754.05,5885.99
MAT-00214,Capacete Cobre,EPI,2441,2497,56,2.29,3755.36,97.71,B,163693.46,167448.82
MAT-02545,Sensor PVC,Eletrônico,2271,2219,-52,-2.29,-412.36,97.71,B,18009.03,17596.67
MAT-02009,Parafuso M12 Plástico,Fixação,1177,1204,27,2.29,2663.0099999999998,97.71,B,116087.51,118750.51999999999
MAT-06001,Detergente Aço,Limpeza,1658,1696,38,2.29,3682.303634910525,97.71,B,160664.72175478027,164347.0253896908
MAT-00694,Cilindro Plástico,Pneumático,1403,1371,-32,-2.28,-23.68,97.72,B,1038.22,1014.54
MAT-06001,Fita Aço,Embalagem,2764,2701,-63,-2.28,-6399.789067017125,97.72,B,280778.0473211957,274378.2582541786
MAT-01178,Etiqueta Plástico,Embalagem,4126,4032,-94,-2.28,-655.18,97.72,B,28758.219999999998,28103.039999999997
MAT-02614,Balde Cobre,Limpeza,2852,2917,65,2.28,2682.55,97.72,B,117702.04000000001,120384.59000000001
MAT-01084,Óleo Plástico,Lubrificante,1097,1072,-25,-2.28,-154.25,97.72,B,6768.49,6614.24
MAT-00911,Desinfetante PVC,Limpeza,3518,3438,-80,-2.27,-361.59999999999997,97.73,B,15901.359999999999,15539.759999999998
MAT-02235,Óculos Alumínio,EPI,2117,2165,48,2.27,168.96,97.73,B,7451.84,7620.8
MAT-00683,Tomada PVC,Elétrico,924,903,-21,-2.27,-1894.2,97.73,B,83344.8,81450.6
MAT-00038,Serra PVC,Ferramentas,2068,2115,47,2.27,4553.83,97.73,B,200368.52,204922.35
MAT-01541,Conexão Latão,Hidráulico,1854,1896,42,2.27,33485.76,97.73,B,1478157.1199999999,1511642.88
MAT-06001,Conexão PVC,Pneumático,3570,3651,81,2.27,656.527766762739,97.73,B,28935.853423987388,29592.381190750126
MAT-01642,Mangueira Alumínio,Pneumático,575,588,13,2.26,69.29,97.74,B,3064.75,3134.04
MAT-01939,Rebite Cobre,Fixação,4873,4983,110,2.26,16535.2,97.74,B,732509.36,749044.5599999999
MAT-01749,Plástico em Plástico,Embalagem,443,453,10,2.26,662.5,97.74,B,29348.75,30011.25
MAT-02725,Conexão Cobre,Hidráulico,1722,1683,-39,-2.26,-217.62,97.74,B,9608.76,9391.14
MAT-00384,Capacitor em Inox,Eletrônico,3235,3308,73,2.26,847.53,97.74,B,37558.35,38405.88
MAT-06001,MANGUEIRA PVC,Pneumático,443,453,10,2.26,218.27984808601119,97.74,B,9669.797270210296,9888.077118296307
MAT-00328,Óculos Plástico,EPI,663,648,-15,-2.26,-32.25,97.74,B,1425.45,1393.2
MAT-00542,Ácido Alumínio,Químico,4785,4893,108,2.26,2518.56,97.74,B,111586.2,114104.76
MAT-06001,PASTA ALUMÍNIO,Escritório,89,87,-2,-2.25,-1.7667662363136063,97.75,B,78.62109751595548,76.85433127964187
MAT-02436,Tomada Cobre,Elétrico,1865,1823,-42,-2.25,-2838.36,97.75,B,126036.7,123198.34
MAT-02573,Porca M12 Inox,Fixação,2846,2910,64,2.25,369.92,97.75,B,16449.88,16819.8
MAT-00192,Ácido Cobre,Químico,4262,4358,96,2.25,6676.799999999999,97.75,B,296422.1,303098.89999999997
MAT-01188,Pasta Alumínio,Escritório,89,87,-2,-2.25,-1.8,97.75,B,80.10000000000001,78.3
MAT-01599,Pano Plástico,Limpeza,4485,4586,101,2.25,798.91,97.75,B,35476.35,36275.26
MAT-00368,Caixa Latão,Embalagem,3282,3356,74,2.25,107.3,97.75,B,4758.9,4866.2
MAT-02200,Solvente Cobre,Químico,3694,3611,-83,-2.25,-83.83,97.75,B,3730.94,3647.11
MAT-02862,Conexão Cobre,Hidráulico,581,568,-13,-2.24,-5926.7,97.76,B,264877.89999999997,258951.19999999998
MAT-02749,abraçadeira Alumínio,Acessórios,758,775,17,2.24,10.71,97.76,B,477.54,488.25
MAT-01331,Tomada Latão,Elétrico,1740,1779,39,2.24,3875.04,97.76,B,172886.4,176761.44
MAT-01096,Registro em Alumínio,Hidráulico,490,501,11,2.24,419.87,97.76,B,18703.3,19123.170000000002
MAT-01768,Máscara Plástico,EPI,2548,2491,-57,-2.24,-3475.8599999999997,97.76,B,155377.03999999998,151901.18
MAT-01854,Grampeador Aço,Escritório,3392,3316,-76,-2.24,-206.72000000000003,97.76,B,9226.24,9019.52
MAT-00270,Conexão Inox,Pneumático,2584,2526,-58,-2.24,-63.220000000000006,97.76,B,2816.5600000000004,2753.34
MAT-02575,"Tubo Cobre 2""",Hidráulico,2676,2616,-60,-2.24,-1161.6,97.76,B,51807.36,50645.76
MAT-00516,Martelo Latão,Ferramentas,714,698,-16,-2.24,-127.84,97.76,B,5704.860000000001,5577.02
MAT-02630,Porca M16 em Latão,Fixação,2101,2148,47,2.24,437.57000000000005,97.76,B,19560.31,19997.88
MAT-02348,Rebite Cobre,Fixação,2763,2825,62,2.24,248.0,97.76,B,11052.0,11300.0
MAT-01231,Filtro em Plástico,Pneumático,1700,1738,38,2.24,24167.24,97.76,B,1081166.0,1105333.24
MAT-00956,Engrenagem Aço,Mecânico,4682,4787,105,2.24,1030.05,97.76,B,45930.420000000006,46960.47
MAT-00678,Rolamento Alumínio,Peças,3573,3653,80,2.24,251.20000000000002,97.76,B,11219.220000000001,11470.42
MAT-00092,Abraçadeira PVC,Acessórios,2052,2098,46,2.24,389.62,97.76,B,17380.440000000002,17770.06
MAT-00004,Plástico Inox,Embalagem,584,597,13,2.23,91.64999999999999,97.77,B,4117.2,4208.849999999999
MAT-01261,LED Cobre,Eletrônico,1434,1402,-32,-2.23,-75.2,97.77,B,3369.9,3294.7000000000003
MAT-06001,RETENTOR COBRE,Peças,3861,3775,-86,-2.23,-3528.3330923250596,97.77,B,158405.74499380297,154877.4119014779
MAT-06001,BUCHA PLÁSTICO,Mecânico,2200,2249,49,2.23,2929.5928892525253,97.77,B,131532.7419664399,134462.33485569243
MAT-01812,Balde Alumínio,Limpeza,4443,4542,99,2.23,542.5200000000001,97.77,B,24347.640000000003,24890.160000000003
MAT-01706,Desinfetante Latão,Limpeza,3179,3108,-71,-2.23,-115915.31,97.77,B,5190067.1899999995,5074151.88
MAT-02294,Spray Latão,Lubrificante,3141,3071,-70,-2.23,-50582.700000000004,97.77,B,2269718.0100000002,2219135.31
MAT-00777,Eixo Aço,Mecânico,179,183,4,2.23,2.96,97.77,B,132.46,135.42
MAT-00453,Presilha Cobre,Acessórios,583,596,13,2.23,1285.44,97.77,B,57647.04,58932.479999999996
MAT-02096,Registro Cobre,Hidráulico,4663,4767,104,2.23,434.71999999999997,97.77,B,19491.34,19926.059999999998
MAT-01977,Parafuso M12 PVC,Fixação,1030,1007,-23,-2.23,-36809.200000000004,97.77,B,1648412.0,1611602.8
